"","cells","sc3.Initial","Monocle.Initial","Seurat.Initial","Consensus.Initial","sc3.33","Monocle.33","Seurat.33","Consensus.33","sc3.66","Monocle.66","Seurat.66","Consensus.66","sc3.90","Monocle.90","Seurat.90","Consensus.90","sc3.Final","Monocle.Final","Seurat.Final","Consensus.Final"
"4490","SM-GE66L_S077_E1-50",8,13,3,13,8,13,3,12,8,13,3,12,8,13,3,3,8,2,3,3
"4491","SM-GE66L_S078_E1-50",2,1,1,-1,2,1,1,-1,2,1,1,1,2,1,1,-1,1,1,1,1
"4492","SM-GE66L_S079_E1-50",27,22,4,8,27,22,4,7,27,22,4,7,27,22,4,7,26,22,4,5
"4493","SM-GE66L_S080_E1-50",10,4,5,6,10,4,5,5,10,4,5,5,10,4,5,4,10,4,5,4
"4494","SM-GE66L_S081_E1-50",2,15,8,17,2,15,8,16,2,15,8,-1,2,15,8,15,1,15,8,16
"4495","SM-GE66L_S082_E1-50",14,13,2,-1,14,13,2,-1,14,13,2,-1,14,13,2,-1,6,2,2,2
"4496","SM-GE66L_S083_E1-50",28,9,6,4,28,9,6,3,28,9,6,3,28,9,6,5,28,9,6,7
"4497","SM-GE66L_S084_E1-50",10,20,5,6,10,20,5,5,10,20,5,5,10,4,5,4,10,4,5,4
"4498","SM-GE66L_S085_E1-50",27,10,4,8,27,10,4,7,27,10,4,7,27,10,4,7,26,10,4,5
"4499","SM-GE66L_S086_E1-50",17,20,7,5,17,20,7,4,17,20,7,4,17,4,7,6,16,4,7,6
"4500","SM-GE66L_S087_E1-50",17,19,7,5,17,19,7,4,17,19,7,4,17,19,7,6,16,19,7,6
"4501","SM-GE66L_S088_E1-50",1,11,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4502","SM-GE66L_S089_E1-50",13,16,9,9,13,16,9,8,13,16,9,8,13,16,9,8,12,16,9,8
"4503","SM-GE66L_S090_E1-50",1,11,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4504","SM-GE66L_S091_E1-50",1,11,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4505","SM-GE66L_S092_E1-50",6,12,2,1,6,9,2,2,6,9,2,2,6,9,2,2,6,9,2,2
"4506","SM-GE66L_S093_E1-50",30,22,4,-1,30,22,4,-1,30,22,4,-1,30,22,4,-1,30,22,4,-1
"4507","SM-GE66L_S094_E1-50",20,23,8,15,20,23,8,14,20,23,8,14,20,23,8,13,3,23,8,14
"4508","SM-GE66L_S095_E1-50",26,10,4,-1,26,10,4,-1,26,10,4,-1,26,10,4,-1,26,10,4,5
"4509","SM-GE66L_S096_E1-50",8,13,3,13,8,13,3,12,8,13,3,12,8,13,3,3,8,2,3,3
"4510","SM-GE66L_S097_E1-50",28,22,6,4,28,22,6,3,28,22,6,3,28,22,6,5,28,22,6,7
"4511","SM-GE66L_S098_E1-50",12,16,9,9,12,16,9,8,12,16,9,8,12,16,9,8,12,16,9,8
"4512","SM-GE66L_S099_E1-50",5,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4513","SM-GE66L_S100_E1-50",5,7,1,3,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4514","SM-GE66L_S101_E1-50",1,11,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4515","SM-GE66L_S102_E1-50",28,22,4,-1,28,22,4,-1,28,22,4,-1,28,22,4,-1,28,22,4,-1
"4516","SM-GE66L_S103_E1-50",30,20,8,-1,30,20,8,-1,30,20,8,-1,30,4,8,-1,30,4,8,-1
"4517","SM-GE66L_S104_E1-50",6,9,2,1,6,9,2,2,6,9,2,2,6,9,2,2,6,9,2,2
"4518","SM-GE66L_S105_E1-50",8,2,3,7,8,2,3,6,8,2,3,6,8,2,3,3,8,2,3,3
"4519","SM-GE66L_S106_E1-50",9,2,3,7,9,2,3,6,9,2,3,6,8,2,3,3,8,2,3,3
"4520","SM-GE66L_S107_E1-50",5,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4521","SM-GE66L_S108_E1-50",28,22,6,4,28,22,6,3,28,22,6,3,28,22,6,5,28,22,6,7
"4522","SM-GE66L_S109_E1-50",5,11,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4523","SM-GE66L_S110_E1-50",6,12,2,1,6,9,2,2,6,9,2,2,6,9,2,2,6,9,2,2
"4524","SM-GE66L_S111_E1-50",6,12,2,1,6,9,2,2,6,9,2,2,6,9,2,2,6,9,2,2
"4525","SM-GE66L_S112_E1-50",6,12,2,1,6,9,2,2,6,9,2,2,6,9,2,2,6,9,2,2
"4526","SM-GE66L_S113_E1-50",28,22,6,4,28,22,6,3,28,22,6,3,28,22,6,5,28,22,6,7
"4527","SM-GE66L_S114_E1-50",6,12,2,1,6,9,2,2,6,9,2,2,6,9,2,2,6,9,2,2
"4528","SM-GE66L_S115_E1-50",12,16,9,9,12,16,9,8,12,16,9,8,12,16,9,8,12,16,9,8
"4529","SM-GE66L_S116_E1-50",1,11,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4530","SM-GE66L_S117_E1-50",6,12,2,1,6,9,2,2,6,9,2,2,6,9,2,2,6,9,2,2
"4531","SM-GE66L_S118_E1-50",27,10,4,8,27,10,4,7,27,10,4,7,27,10,4,7,26,10,4,5
"4532","SM-GE66L_S119_E1-50",1,11,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4533","SM-GE66L_S120_E1-50",6,9,2,1,6,9,2,2,6,9,2,2,6,9,2,2,6,9,2,2
"4534","SM-GE66L_S121_E1-50",8,9,2,-1,8,9,2,-1,8,9,2,-1,8,9,2,-1,8,9,2,-1
"4535","SM-GE66L_S122_E1-50",24,17,12,11,24,17,12,10,24,17,12,10,24,17,12,10,24,17,12,10
"4536","SM-GE66L_S123_E1-50",5,11,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4537","SM-GE66L_S124_E1-50",28,22,6,4,28,22,6,3,28,22,6,3,28,22,6,5,28,22,6,7
"4538","SM-GE66L_S125_E1-50",27,10,4,8,27,10,4,7,27,10,4,7,27,10,4,7,26,10,4,5
"4539","SM-GE66L_S126_E1-50",28,9,6,4,28,9,6,3,28,9,6,3,28,9,6,5,28,9,6,7
"4540","SM-GE66L_S127_E1-50",17,19,7,5,17,19,7,4,17,19,7,4,17,19,7,6,16,19,7,6
"4541","SM-GE66L_S128_E1-50",2,15,1,-1,2,15,1,-1,2,15,1,-1,2,15,1,-1,1,15,1,1
"4542","SM-GE66L_S129_E1-50",21,6,15,-1,21,6,15,-1,21,6,15,-1,21,6,15,-1,21,6,15,-1
"4543","SM-GE66L_S130_E1-50",21,6,15,-1,21,6,15,-1,21,6,15,-1,21,6,15,-1,21,6,15,-1
"4544","SM-GE66L_S131_E1-50",21,6,15,-1,21,6,15,-1,21,6,15,-1,21,6,15,-1,21,6,15,-1
"4545","SM-GE66L_S132_E1-50",23,6,8,-1,23,6,8,-1,23,6,8,-1,23,6,8,-1,23,6,8,-1
"4546","SM-GE66L_S133_E1-50",21,5,15,-1,21,5,15,-1,21,5,15,-1,21,5,15,-1,21,5,15,-1
"4547","SM-GE66L_S134_E1-50",23,8,16,18,23,8,16,17,23,8,16,16,23,8,16,16,23,5,16,13
"4548","SM-GE66L_S135_E1-50",23,8,17,18,23,8,17,17,23,8,17,16,23,8,17,16,23,5,16,13
"4549","SM-GE66L_S136_E1-50",20,23,8,15,20,23,8,14,20,23,8,14,20,23,8,13,3,23,8,14
"4550","SM-GE66L_S138_E1-50",21,6,15,-1,21,6,15,-1,21,6,15,-1,21,6,15,-1,21,6,15,-1
"4551","SM-GE66L_S139_E1-50",23,8,16,18,23,8,16,17,23,8,16,16,23,8,16,16,23,5,16,13
"4552","SM-GE66L_S140_E1-50",21,6,15,-1,21,6,15,-1,21,6,15,-1,21,6,15,-1,21,6,15,-1
"4553","SM-GE66L_S141_E1-50",14,8,8,-1,14,8,8,-1,14,8,8,-1,14,8,8,-1,6,5,8,-1
"4554","SM-GE66L_S142_E1-50",21,6,15,-1,21,6,15,-1,21,6,15,-1,21,6,15,-1,21,6,15,-1
"4555","SM-GE66L_S143_E1-50",23,5,8,-1,23,5,8,-1,23,5,8,-1,23,5,8,-1,23,5,8,13
"4556","SM-GE66L_S144_E1-50",23,8,16,18,23,8,16,17,23,8,16,16,23,8,16,16,23,5,16,13
"4557","SM-GE66L_S153_E1-50",6,12,2,1,6,9,2,2,6,9,2,2,6,9,2,2,6,9,2,2
"4558","SM-GE66L_S154_E1-50",29,13,6,-1,29,13,6,-1,29,13,6,-1,29,13,6,-1,29,2,6,-1
"4559","SM-GE66L_S155_E1-50",1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4560","SM-GE66L_S156_E1-50",5,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4561","SM-GE66L_S157_E1-50",1,7,1,2,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4562","SM-GE66L_S158_E1-50",6,9,2,1,6,9,2,2,6,9,2,2,6,9,2,2,6,9,2,2
"4563","SM-GE66L_S159_E1-50",1,11,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4564","SM-GE66L_S160_E1-50",1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4565","SM-GE66L_S161_E1-50",19,3,10,10,19,3,10,9,19,3,10,9,19,3,10,9,19,3,10,9
"4566","SM-GE66L_S162_E1-50",18,14,13,14,18,14,13,13,18,14,13,13,18,14,13,12,18,14,13,12
"4567","SM-GE66L_S163_E1-50",5,7,1,3,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4568","SM-GE66L_S164_E1-50",20,23,8,15,20,23,8,14,20,23,8,14,20,23,8,13,3,23,8,14
"4569","SM-GE66L_S165_E1-50",6,9,2,1,6,9,2,2,6,9,2,2,6,9,2,2,6,9,2,2
"4570","SM-GE66L_S166_E1-50",1,11,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4571","SM-GE66L_S167_E1-50",1,11,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4572","SM-GE66L_S168_E1-50",6,9,2,1,6,9,2,2,6,9,2,2,6,9,2,2,6,9,2,2
"4573","SM-GE66L_S170_E1-50",8,13,3,13,8,13,3,12,8,13,3,12,8,13,3,3,8,2,3,3
"4574","SM-GE66L_S171_E1-50",28,22,6,4,28,22,6,3,28,22,6,3,28,22,6,5,28,22,6,7
"4575","SM-GE66L_S172_E1-50",1,11,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4576","SM-GE66L_S174_E1-50",8,2,3,7,8,2,3,6,8,2,3,6,8,2,3,3,8,2,3,3
"4577","SM-GE66L_S175_E1-50",6,12,2,1,6,9,2,2,6,9,2,2,6,9,2,2,6,9,2,2
"4578","SM-GE66L_S176_E1-50",6,18,2,1,6,18,2,2,6,18,2,2,6,18,2,2,6,18,2,2
"4579","SM-GE66L_S177_E1-50",4,15,8,17,4,15,8,16,4,15,8,-1,1,15,8,15,1,15,8,16
"4580","SM-GE66L_S178_E1-50",28,22,6,4,28,22,6,3,28,22,6,3,28,22,6,5,28,22,6,7
"4581","SM-GE66L_S179_E1-50",28,22,6,4,28,22,6,3,28,22,6,3,28,22,6,5,28,22,6,7
"4582","SM-GE66L_S180_E1-50",20,23,8,15,20,23,8,14,20,23,8,14,20,23,8,13,3,23,8,14
"4583","SM-GE66L_S181_E1-50",6,12,2,1,6,9,2,2,6,9,2,2,6,9,2,2,6,9,2,2
"4584","SM-GE66L_S182_E1-50",8,2,3,7,8,2,3,6,8,2,3,6,8,2,3,3,8,2,3,3
"4585","SM-GE66L_S183_E1-50",28,22,6,4,28,22,6,3,28,22,6,3,28,22,6,5,28,22,6,7
"4586","SM-GE66L_S184_E1-50",8,2,3,7,8,2,3,6,8,2,3,6,8,2,3,3,8,2,3,3
"4587","SM-GE66L_S185_E1-50",8,2,3,7,8,2,3,6,8,2,3,6,8,2,3,3,8,2,3,3
"4588","SM-GE66L_S186_E1-50",25,21,14,16,25,21,14,15,25,21,14,15,25,21,14,14,25,21,14,15
"4589","SM-GE66L_S187_E1-50",26,13,4,-1,26,13,4,-1,26,13,4,-1,26,13,4,-1,26,2,4,5
"4590","SM-GE66L_S188_E1-50",5,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4591","SM-GE66L_S189_E1-50",17,19,7,5,17,19,7,4,17,19,7,4,17,19,7,6,16,19,7,6
"4592","SM-GE66L_S190_E1-50",6,12,2,1,6,9,2,2,6,9,2,2,6,9,2,2,6,9,2,2
"4593","SM-GE66L_S191_E1-50",27,10,4,8,27,10,4,7,27,10,4,7,27,10,4,7,26,10,4,5
"4594","SM-GE66L_S192_E1-50",6,9,2,1,6,9,2,2,6,9,2,2,6,9,2,2,6,9,2,2
"4595","SM-GE66M_S033_E1-50",18,14,13,14,18,14,13,13,18,14,13,13,18,14,13,12,18,14,13,12
"4596","SM-GE66M_S034_E1-50",28,22,6,4,28,22,6,3,28,22,6,3,28,22,6,5,28,22,6,7
"4597","SM-GE66M_S035_E1-50",6,12,2,1,6,9,2,2,6,9,2,2,6,9,2,2,6,9,2,2
"4598","SM-GE66M_S036_E1-50",6,12,2,1,6,9,2,2,6,9,2,2,6,9,2,2,6,9,2,2
"4599","SM-GE66M_S037_E1-50",4,11,1,-1,4,1,1,-1,4,1,1,1,1,1,1,1,1,1,1,1
"4600","SM-GE66M_S038_E1-50",10,20,5,6,10,20,5,5,10,20,5,5,10,4,5,4,10,4,5,4
"4601","SM-GE66M_S039_E1-50",6,12,2,1,6,9,2,2,6,9,2,2,6,9,2,2,6,9,2,2
"4602","SM-GE66M_S040_E1-50",27,10,4,8,27,10,4,7,27,10,4,7,27,10,4,7,26,10,4,5
"4603","SM-GE66M_S041_E1-50",6,9,2,1,6,9,2,2,6,9,2,2,6,9,2,2,6,9,2,2
"4604","SM-GE66M_S042_E1-50",19,3,10,10,19,3,10,9,19,3,10,9,19,3,10,9,19,3,10,9
"4605","SM-GE66M_S043_E1-50",20,23,8,15,20,23,8,14,20,23,8,14,20,23,8,13,3,23,8,14
"4606","SM-GE66M_S044_E1-50",1,11,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4607","SM-GE66M_S046_E1-50",26,13,4,-1,26,13,4,-1,26,13,4,-1,26,13,4,-1,26,2,4,5
"4608","SM-GE66M_S047_E1-50",13,16,11,-1,13,16,11,-1,13,16,11,-1,13,16,11,-1,12,16,11,8
"4609","SM-GE66M_S048_E1-50",8,2,3,7,8,2,3,6,8,2,3,6,8,2,3,3,8,2,3,3
"4610","SM-GE66M_S049_E1-50",28,18,8,-1,28,18,8,-1,28,18,8,-1,28,18,8,-1,28,18,8,-1
"4611","SM-GE66M_S050_E1-50",17,20,7,5,17,20,7,4,17,20,7,4,17,4,7,6,16,4,7,6
"4612","SM-GE66M_S051_E1-50",5,7,1,3,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4613","SM-GE66M_S052_E1-50",5,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4614","SM-GE66M_S053_E1-50",27,10,4,8,27,10,4,7,27,10,4,7,27,10,4,7,26,10,4,5
"4615","SM-GE66M_S054_E1-50",27,10,4,8,27,10,4,7,27,10,4,7,27,10,4,7,26,10,4,5
"4616","SM-GE66M_S055_E1-50",19,3,10,10,19,3,10,9,19,3,10,9,19,3,10,9,19,3,10,9
"4617","SM-GE66M_S056_E1-50",24,17,12,11,24,17,12,10,24,17,12,10,24,17,12,10,24,17,12,10
"4618","SM-GE66M_S065_E1-50",23,3,10,10,23,3,10,9,23,3,10,9,23,3,10,9,23,3,10,9
"4619","SM-GE66M_S066_E1-50",27,10,4,8,27,10,4,7,27,10,4,7,27,10,4,7,26,10,4,5
"4620","SM-GE66M_S067_E1-50",17,19,7,5,17,19,7,4,17,19,7,4,17,19,7,6,16,19,7,6
"4621","SM-GE66M_S068_E1-50",6,12,2,1,6,9,2,2,6,9,2,2,6,9,2,2,6,9,2,2
"4622","SM-GE66M_S069_E1-50",8,13,3,13,8,13,3,12,8,13,3,12,8,13,3,3,8,2,3,3
"4623","SM-GE66M_S070_E1-50",8,13,3,13,8,13,3,12,8,13,3,12,8,13,3,3,8,2,3,3
"4624","SM-GE66M_S072_E1-50",6,9,2,1,6,9,2,2,6,9,2,2,6,9,2,2,6,9,2,2
"4625","SM-GE66M_S073_E1-50",6,12,2,1,6,9,2,2,6,9,2,2,6,9,2,2,6,9,2,2
"4626","SM-GE66M_S074_E1-50",1,15,1,2,1,15,1,1,1,15,1,17,1,15,1,1,1,15,1,1
"4627","SM-GE66M_S075_E1-50",24,17,12,11,24,17,12,10,24,17,12,10,24,17,12,10,24,17,12,10
"4628","SM-GE66M_S076_E1-50",6,12,2,1,6,9,2,2,6,9,2,2,6,9,2,2,6,9,2,2
"4629","SM-GE66M_S077_E1-50",5,11,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4630","SM-GE66M_S078_E1-50",1,11,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4631","SM-GE66M_S079_E1-50",28,22,6,4,28,22,6,3,28,22,6,3,28,22,6,5,28,22,6,7
"4632","SM-GE66M_S080_E1-50",12,16,9,9,12,16,9,8,12,16,9,8,12,16,9,8,12,16,9,8
"4633","SM-GE66M_S081_E1-50",8,13,3,13,8,13,3,12,8,13,3,12,8,13,3,3,8,2,3,3
"4634","SM-GE66M_S082_E1-50",26,2,4,-1,26,2,4,-1,26,2,4,-1,26,2,4,-1,26,2,4,5
"4635","SM-GE66M_S083_E1-50",1,11,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4636","SM-GE66M_S084_E1-50",6,9,2,1,6,9,2,2,6,9,2,2,6,9,2,2,6,9,2,2
"4637","SM-GE66M_S085_E1-50",17,19,7,5,17,19,7,4,17,19,7,4,17,19,7,6,16,19,7,6
"4638","SM-GE66M_S086_E1-50",17,19,7,5,17,19,7,4,17,19,7,4,17,19,7,6,16,19,7,6
"4639","SM-GE66M_S087_E1-50",5,7,1,3,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4640","SM-GE66M_S088_E1-50",27,10,4,8,27,10,4,7,27,10,4,7,27,10,4,7,26,10,4,5
"4641","SM-GE66M_S089_E1-50",19,3,10,10,19,3,10,9,19,3,10,9,19,3,10,9,19,3,10,9
"4642","SM-GE66M_S090_E1-50",26,13,4,-1,26,13,4,-1,26,13,4,-1,26,13,4,-1,26,2,4,5
"4643","SM-GE66M_S091_E1-50",5,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4644","SM-GE66M_S092_E1-50",5,7,1,3,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4645","SM-GE66M_S093_E1-50",27,13,4,8,27,13,4,7,27,13,4,7,27,13,4,7,26,2,4,5
"4646","SM-GE66M_S094_E1-50",1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4647","SM-GE66M_S095_E1-50",27,9,4,8,27,9,4,7,27,9,4,7,27,9,4,7,26,9,4,5
"4648","SM-GE66M_S096_E1-50",6,12,2,1,6,9,2,2,6,9,2,2,6,9,2,2,6,9,2,2
"4649","SM-GE66M_S097_E1-50",6,12,2,1,6,9,2,2,6,9,2,2,6,9,2,2,6,9,2,2
"4650","SM-GE66M_S098_E1-50",5,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4651","SM-GE66M_S099_E1-50",1,11,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4652","SM-GE66M_S100_E1-50",1,11,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4653","SM-GE66M_S101_E1-50",12,16,9,9,12,16,9,8,12,16,9,8,12,16,9,8,12,16,9,8
"4654","SM-GE66M_S102_E1-50",6,9,2,1,6,9,2,2,6,9,2,2,6,9,2,2,6,9,2,2
"4655","SM-GE66M_S103_E1-50",10,20,5,6,10,20,5,5,10,20,5,5,10,4,5,4,10,4,5,4
"4656","SM-GE66M_S104_E1-50",6,18,2,1,6,18,2,2,6,18,2,2,6,18,2,2,6,18,2,2
"4657","SM-GE66M_S105_E1-50",17,19,7,5,17,19,7,4,17,19,7,4,17,19,7,6,16,19,7,6
"4658","SM-GE66M_S106_E1-50",6,9,2,1,6,9,2,2,6,9,2,2,6,9,2,2,6,9,2,2
"4659","SM-GE66M_S107_E1-50",8,13,3,13,8,13,3,12,8,13,3,12,8,13,3,3,8,2,3,3
"4660","SM-GE66M_S108_E1-50",1,11,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4661","SM-GE66M_S109_E1-50",25,21,14,16,25,21,14,15,25,21,14,15,25,21,14,14,25,21,14,15
"4662","SM-GE66M_S110_E1-50",5,7,1,3,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4663","SM-GE66M_S111_E1-50",6,12,2,1,6,9,2,2,6,9,2,2,6,9,2,2,6,9,2,2
"4664","SM-GE66M_S112_E1-50",27,13,4,8,27,13,4,7,27,13,4,7,27,13,4,7,26,2,4,5
"4665","SM-GE66M_S113_E1-50",6,9,2,1,6,9,2,2,6,9,2,2,6,9,2,2,6,9,2,2
"4666","SM-GE66M_S114_E1-50",18,14,13,14,18,14,13,13,18,14,13,13,18,14,13,12,18,14,13,12
"4667","SM-GE66M_S115_E1-50",14,13,2,-1,14,13,2,-1,14,13,2,-1,14,13,2,-1,6,2,2,2
"4668","SM-GE66M_S116_E1-50",1,7,1,2,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4669","SM-GE66M_S117_E1-50",9,13,3,13,9,13,3,12,9,13,3,12,8,13,3,3,8,2,3,3
"4670","SM-GE66M_S118_E1-50",6,12,2,1,6,9,2,2,6,9,2,2,6,9,2,2,6,9,2,2
"4671","SM-GE66M_S119_E1-50",6,12,2,1,6,9,2,2,6,9,2,2,6,9,2,2,6,9,2,2
"4672","SM-GE66M_S120_E1-50",4,11,1,-1,4,1,1,-1,4,1,1,1,1,1,1,1,1,1,1,1
"4673","SM-GE66M_S121_E1-50",12,16,9,9,12,16,9,8,12,16,9,8,12,16,9,8,12,16,9,8
"4674","SM-GE66M_S122_E1-50",13,16,9,9,13,16,9,8,13,16,9,8,13,16,9,8,12,16,9,8
"4675","SM-GE66M_S123_E1-50",28,22,6,4,28,22,6,3,28,22,6,3,28,22,6,5,28,22,6,7
"4676","SM-GE66M_S124_E1-50",22,3,11,12,22,3,11,11,22,3,11,11,22,3,11,11,22,3,11,11
"4677","SM-GE66M_S125_E1-50",13,16,11,-1,13,16,11,-1,13,16,11,-1,13,16,11,-1,12,16,11,8
"4678","SM-GE66M_S126_E1-50",12,16,9,9,12,16,9,8,12,16,9,8,12,16,9,8,12,16,9,8
"4679","SM-GE66M_S127_E1-50",12,16,9,9,12,16,9,8,12,16,9,8,12,16,9,8,12,16,9,8
"4680","SM-GE66M_S128_E1-50",13,16,11,-1,13,16,11,-1,13,16,11,-1,13,16,11,-1,12,16,11,8
"4681","SM-GE66M_S129_E1-50",19,3,11,-1,19,3,11,-1,19,3,11,-1,19,3,11,-1,19,3,11,-1
"4682","SM-GE66M_S130_E1-50",12,16,9,9,12,16,9,8,12,16,9,8,12,16,9,8,12,16,9,8
"4683","SM-GE66M_S131_E1-50",5,15,1,3,1,15,1,1,1,15,1,17,1,15,1,1,1,15,1,1
"4684","SM-GE66M_S132_E1-50",12,16,9,9,12,16,9,8,12,16,9,8,12,16,9,8,12,16,9,8
"4685","SM-GE66M_S133_E1-50",5,7,1,3,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4686","SM-GE66M_S134_E1-50",13,16,11,-1,13,16,11,-1,13,16,11,-1,13,16,11,-1,12,16,11,8
"4687","SM-GE66M_S135_E1-50",22,3,11,12,22,3,11,11,22,3,11,11,22,3,11,11,22,3,11,11
"4688","SM-GE66M_S136_E1-50",12,16,9,9,12,16,9,8,12,16,9,8,12,16,9,8,12,16,9,8
"4689","SM-GE66M_S137_E1-50",8,2,3,7,8,2,3,6,8,2,3,6,8,2,3,3,8,2,3,3
"4690","SM-GE66M_S138_E1-50",24,17,12,11,24,17,12,10,24,17,12,10,24,17,12,10,24,17,12,10
"4691","SM-GE66M_S139_E1-50",27,10,4,8,27,10,4,7,27,10,4,7,27,10,4,7,26,10,4,5
"4692","SM-GE66M_S140_E1-50",9,13,3,13,9,13,3,12,9,13,3,12,8,13,3,3,8,2,3,3
"4693","SM-GE66M_S141_E1-50",20,23,8,15,20,23,8,14,20,23,8,14,20,23,8,13,3,23,8,14
"4694","SM-GE66M_S142_E1-50",27,10,4,8,27,10,4,7,27,10,4,7,27,10,4,7,26,10,4,5
"4695","SM-GE66M_S143_E1-50",9,2,3,7,9,2,3,6,9,2,3,6,8,2,3,3,8,2,3,3
"4696","SM-GE66M_S144_E1-50",8,13,3,13,8,13,3,12,8,13,3,12,8,13,3,3,8,2,3,3
"4697","SM-GE66M_S145_E1-50",6,12,2,1,6,9,2,2,6,9,2,2,6,9,2,2,6,9,2,2
"4698","SM-GE66M_S146_E1-50",6,9,2,1,6,9,2,2,6,9,2,2,6,9,2,2,6,9,2,2
"4699","SM-GE66M_S147_E1-50",6,18,2,1,6,18,2,2,6,18,2,2,6,18,2,2,6,18,2,2
"4700","SM-GE66M_S148_E1-50",18,14,13,14,18,14,13,13,18,14,13,13,18,14,13,12,18,14,13,12
"4701","SM-GE66M_S149_E1-50",5,7,1,3,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4702","SM-GE66M_S150_E1-50",27,13,4,8,27,13,4,7,27,13,4,7,27,13,4,7,26,2,4,5
"4703","SM-GE66M_S151_E1-50",26,13,4,-1,26,13,4,-1,26,13,4,-1,26,13,4,-1,26,2,4,5
"4704","SM-GE66M_S152_E1-50",6,12,2,1,6,9,2,2,6,9,2,2,6,9,2,2,6,9,2,2
"4705","SM-GE66M_S153_E1-50",15,13,2,-1,15,13,2,-1,15,13,2,-1,15,13,2,-1,8,2,2,-1
"4706","SM-GE66M_S154_E1-50",8,2,3,7,8,2,3,6,8,2,3,6,8,2,3,3,8,2,3,3
"4707","SM-GE66M_S155_E1-50",26,13,4,-1,26,13,4,-1,26,13,4,-1,26,13,4,-1,26,2,4,5
"4708","SM-GE66M_S156_E1-50",27,22,4,8,27,22,4,7,27,22,4,7,27,22,4,7,26,22,4,5
"4709","SM-GE66M_S157_E1-50",6,9,2,1,6,9,2,2,6,9,2,2,6,9,2,2,6,9,2,2
"4710","SM-GE66M_S158_E1-50",18,14,13,14,18,14,13,13,18,14,13,13,18,14,13,12,18,14,13,12
"4711","SM-GE66M_S159_E1-50",26,13,4,-1,26,13,4,-1,26,13,4,-1,26,13,4,-1,26,2,4,5
"4712","SM-GE66M_S160_E1-50",6,9,2,1,6,9,2,2,6,9,2,2,6,9,2,2,6,9,2,2
"4713","SM-GE66M_S169_E1-50",12,16,9,9,12,16,9,8,12,16,9,8,12,16,9,8,12,16,9,8
"4714","SM-GE66M_S170_E1-50",24,15,12,11,24,15,12,10,24,15,12,10,24,15,12,10,24,15,12,10
"4715","SM-GE66M_S171_E1-50",17,19,7,5,17,19,7,4,17,19,7,4,17,19,7,6,16,19,7,6
"4716","SM-GE66M_S172_E1-50",17,19,7,5,17,19,7,4,17,19,7,4,17,19,7,6,16,19,7,6
"4717","SM-GE66M_S173_E1-50",5,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
