"","80","100","120","cells"
"28220",1,13,44,"Evan_MC_H1_cell18389"
"28221",68,82,119,"Evan_MC_H1_cell18744"
"28222",12,35,77,"Evan_MC_H1_cell18983"
"28223",12,24,99,"Evan_MC_H1_cell19214"
"28224",70,91,25,"Evan_MC_H1_cell19237"
"28225",73,95,21,"Evan_MC_H1_cell19248"
"28226",5,10,30,"Evan_MC_H1_cell19285"
"28227",12,68,66,"Evan_MC_H1_cell19384"
"28228",12,24,99,"Evan_MC_H1_cell19965"
"28229",12,24,8,"Evan_MC_H1_cell19967"
"28230",31,14,49,"Evan_MC_H1_cell20190"
"28231",6,10,14,"Evan_MC_H1_cell20250"
"28232",65,78,101,"Evan_MC_H1_cell20642"
"28233",12,35,66,"Evan_MC_H1_cell20761"
"28234",79,85,105,"Evan_MC_H1_cell20979"
"28235",5,12,30,"Evan_MC_H1_cell21647"
"28236",79,84,8,"Evan_MC_H1_cell21737"
"28237",73,95,21,"Evan_MC_H1_cell22064"
"28238",73,94,21,"Evan_MC_H1_cell22097"
"28239",78,10,30,"Evan_MC_H1_cell22849"
"28240",6,10,27,"Evan_MC_H1_cell22887"
"28241",9,8,27,"Evan_MC_H1_cell23395"
"28242",73,95,21,"Evan_MC_H1_cell23812"
"28243",52,44,105,"Evan_MC_H1_cell24216"
"28244",63,56,112,"Evan_MC_H1_cell24380"
"28245",53,50,93,"Evan_MC_H1_cell24447"
"28246",64,99,3,"Evan_MC_H1_cell24705"
"28247",80,86,8,"Evan_MC_H1_cell25311"
"28248",79,86,10,"Evan_MC_H1_cell25386"
"28249",31,25,4,"Evan_MC_H1_cell25436"
"28250",63,59,112,"Evan_MC_H1_cell25542"
"28251",39,60,109,"Evan_MC_H1_cell25725"
"28252",78,10,31,"Evan_MC_H1_cell26403"
"28253",54,50,95,"Evan_MC_H1_cell26455"
"28254",52,44,105,"Evan_MC_H1_cell26486"
"28255",80,8,17,"Evan_MC_H1_cell26725"
"28256",79,84,8,"Evan_MC_H1_cell26966"
"28257",31,25,75,"Evan_MC_H1_cell27028"
"28258",20,14,56,"Evan_MC_H1_cell27851"
"28259",53,40,92,"Evan_MC_H1_cell27968"
"28260",49,65,92,"Evan_MC_H1_cell28143"
"28261",66,25,90,"Evan_MC_H1_cell28213"
"28262",49,40,92,"Evan_MC_H1_cell28227"
"28263",4,11,28,"Evan_MC_H1_cell28245"
"28264",40,40,92,"Evan_MC_H1_cell28291"
"28265",58,64,58,"Evan_MC_H1_cell28344"
"28266",73,95,21,"Evan_MC_H1_cell28432"
"28267",6,8,27,"Evan_MC_H1_cell28551"
"28268",72,40,92,"Evan_MC_H1_cell28781"
"28269",54,66,95,"Evan_MC_H1_cell29395"
"28270",62,60,109,"Evan_MC_H1_cell29616"
"28271",2,35,66,"Evan_MC_H1_cell29671"
"28272",2,35,77,"Evan_MC_H1_cell29739"
"28273",80,84,8,"Evan_MC_H1_cell30413"
"28274",54,52,93,"Evan_MC_H1_cell31239"
"28275",58,64,58,"Evan_MC_H1_cell31346"
"28276",68,80,99,"Evan_MC_H1_cell31499"
"28277",6,10,27,"Evan_MC_H1_cell31621"
"28278",12,13,66,"Evan_MC_H1_cell31634"
"28279",14,54,38,"Evan_MC_H1_cell31652"
"28280",78,10,27,"Evan_MC_H1_cell31862"
"28281",62,60,89,"Evan_MC_H1_cell31948"
"28282",78,9,31,"Evan_MC_H1_cell31950"
"28283",73,94,21,"Evan_MC_H1_cell32004"
"28284",25,2,47,"Evan_MC_H1_cell32036"
"28285",2,35,6,"Evan_MC_H1_cell32165"
"28286",78,8,31,"Evan_MC_H1_cell32758"
"28287",24,14,49,"Evan_MC_H1_cell32788"
"28288",72,96,23,"Evan_MC_H1_cell32994"
"28289",73,95,21,"Evan_MC_H1_cell33255"
"28290",62,60,107,"Evan_MC_H1_cell33358"
"28291",80,8,31,"Evan_MC_H1_cell33525"
"28292",79,84,8,"Evan_MC_H1_cell33535"
"28293",63,56,91,"Evan_MC_H1_cell33763"
"28294",79,84,8,"Evan_MC_H1_cell33883"
"28295",64,99,3,"Evan_MC_H1_cell33973"
"28296",62,60,109,"Evan_MC_H1_cell34122"
"28297",18,2,47,"Evan_MC_H1_cell34295"
"28298",69,89,115,"Evan_MC_H1_cell34525"
"28299",8,16,31,"Evan_MC_H1_cell34791"
"28300",20,20,56,"Evan_MC_H1_cell34799"
"28301",52,48,105,"Evan_MC_H1_cell34983"
"28302",79,84,8,"Evan_MC_H1_cell35171"
"28303",12,35,2,"Evan_MC_H1_cell35571"
"28304",18,2,47,"Evan_MC_H1_cell35956"
"28305",62,60,109,"Evan_MC_H1_cell36199"
"28306",24,20,49,"Evan_MC_H1_cell36680"
"28307",52,44,105,"Evan_MC_H1_cell38113"
"28308",68,82,119,"Evan_MC_H1_cell38474"
"28309",58,20,58,"Evan_MC_H1_cell38484"
"28310",62,61,107,"Evan_MC_H1_cell38586"
"28311",68,80,98,"Evan_MC_H1_cell38650"
"28312",18,2,45,"Evan_MC_H1_cell38947"
"28313",73,95,21,"Evan_MC_H1_cell39081"
"28314",49,44,92,"Evan_MC_H1_cell39143"
"28315",49,40,92,"Evan_MC_H1_cell39371"
"28316",6,10,14,"Evan_MC_H1_cell39552"
"28317",58,64,79,"Evan_MC_H1_cell39820"
"28318",64,99,3,"Evan_MC_H1_cell39869"
"28319",78,15,31,"Evan_MC_H1_cell40515"
"28320",12,4,66,"Evan_MC_H1_cell40572"
"28321",54,20,95,"Evan_MC_H1_cell40855"
"28322",52,44,105,"Evan_MC_H1_cell41050"
"28323",6,10,27,"Evan_MC_H1_cell41277"
"28324",6,10,27,"Evan_MC_H1_cell41356"
"28325",65,78,3,"Evan_MC_H1_cell41610"
"28326",12,40,92,"Evan_MC_H1_cell41870"
"28327",25,2,49,"Evan_MC_H1_cell41924"
"28328",6,10,27,"Evan_MC_H1_cell42218"
"28329",63,56,91,"Evan_MC_H1_cell42381"
"28330",31,20,49,"Evan_MC_H1_cell42612"
"28331",18,4,45,"Evan_MC_H1_cell42628"
"28332",6,10,27,"Evan_MC_H1_cell42904"
"28333",4,50,76,"Evan_MC_H1_cell43227"
"28334",57,74,113,"Evan_MC_H1_cell43302"
"28335",62,60,109,"Evan_MC_H1_cell43359"
"28336",52,44,105,"Evan_MC_H1_cell43568"
"28337",49,40,92,"Evan_MC_H1_cell43586"
"28338",49,40,92,"Evan_MC_H1_cell43945"
"28339",53,50,93,"Evan_MC_H1_cell44183"
"28340",63,56,112,"Evan_MC_H1_cell44232"
"28341",75,87,117,"Evan_MC_H1_cell44242"
"28342",66,78,4,"Evan_MC_H1_cell44618"
"28343",24,14,51,"Evan_MC_H1_cell44737"
"28344",21,64,58,"Evan_MC_H1_cell44749"
"28345",24,14,49,"Evan_MC_H1_cell45588"
"28346",12,35,66,"Evan_MC_H1_cell46206"
"28347",58,64,58,"Evan_MC_H1_cell46595"
"28348",52,44,105,"Evan_MC_H1_cell46600"
"28349",5,12,27,"Evan_MC_H1_cell46682"
"28350",24,14,49,"Evan_MC_H1_cell46858"
"28351",73,95,117,"Evan_MC_H1_cell47062"
"28352",52,44,105,"Evan_MC_H1_cell47155"
"28353",6,10,27,"Evan_MC_H1_cell47330"
"28354",49,40,92,"Evan_MC_H1_cell47371"
"28355",25,14,58,"Evan_MC_H1_cell47832"
"28356",24,14,49,"Evan_MC_H1_cell48025"
"28357",24,14,49,"Evan_MC_H1_cell48027"
"28358",73,94,21,"Evan_MC_H1_cell48167"
"28359",19,79,45,"Evan_MC_H1_cell48313"
"28360",53,40,73,"Evan_MC_H1_cell48329"
"28361",79,86,8,"Evan_MC_H1_cell48701"
"28362",79,85,10,"Evan_MC_H1_cell48795"
"28363",24,14,34,"Evan_MC_H1_cell48803"
"28364",80,84,105,"Evan_MC_H1_cell48873"
"28365",2,35,66,"Evan_MC_H1_cell49011"
"28366",19,79,45,"Evan_MC_H1_cell49420"
"28367",79,84,8,"Evan_MC_H1_cell49518"
"28368",57,74,113,"Evan_MC_H1_cell49720"
"28369",12,24,99,"Evan_MC_H1_cell49741"
"28370",62,61,99,"Evan_MC_H1_cell49841"
"28371",78,9,31,"Evan_MC_H1_cell50034"
"28372",64,99,3,"Evan_MC_H1_cell50128"
"28373",68,82,98,"Evan_MC_H1_cell50440"
"28374",64,98,100,"Evan_MC_H1_cell50932"
"28375",72,96,23,"Evan_MC_H1_cell51070"
"28376",12,35,77,"Evan_MC_H1_cell51493"
"28377",58,64,58,"Evan_MC_H1_cell51516"
"28378",52,44,105,"Evan_MC_H1_cell51720"
"28379",2,35,66,"Evan_MC_H1_cell51797"
"28380",49,40,92,"Evan_MC_H1_cell51940"
"28381",24,14,49,"Evan_MC_H1_cell51977"
"28382",12,35,66,"Evan_MC_H1_cell52479"
"28383",78,16,31,"Evan_MC_H1_cell52603"
"28384",63,56,112,"Evan_MC_H1_cell52706"
"28385",7,9,35,"Evan_MC_H1_cell53426"
"28386",53,53,93,"Evan_MC_H1_cell53472"
"28387",58,66,58,"Evan_MC_H1_cell54243"
"28388",69,78,4,"Evan_MC_H1_cell54619"
"28389",63,56,112,"Evan_MC_H1_cell54799"
"28390",79,85,107,"Evan_MC_H1_cell55115"
"28391",12,35,66,"Evan_MC_H1_cell55165"
"28392",75,87,117,"Evan_MC_H1_cell55660"
"28393",49,40,73,"Evan_MC_H1_cell55704"
"28394",75,87,117,"Evan_MC_H1_cell55791"
"28395",24,14,49,"Evan_MC_H1_cell56206"
"28396",12,35,66,"Evan_MC_H1_cell56318"
"28397",6,12,27,"Evan_MC_H1_cell56816"
"28398",72,96,23,"Evan_MC_H1_cell57405"
"28399",49,95,21,"Evan_MC_H1_cell57744"
"28400",79,84,8,"Evan_MC_H1_cell58206"
"28401",68,80,119,"Evan_MC_H1_cell58258"
"28402",12,24,99,"Evan_MC_H1_cell58261"
"28403",24,14,49,"Evan_MC_H1_cell58340"
"28404",79,84,8,"Evan_MC_H1_cell58751"
"28405",65,25,101,"Evan_MC_H1_cell59049"
"28406",49,40,92,"Evan_MC_H1_cell59371"
"28407",75,95,21,"Evan_MC_H1_cell59535"
"28408",12,24,99,"Evan_MC_H1_cell59774"
"28409",70,93,92,"Evan_MC_H1_cell60365"
"28410",68,82,119,"Evan_MC_H1_cell60743"
"28411",20,20,56,"Evan_MC_H1_cell60953"
"28412",17,4,43,"Evan_MC_H1_cell61177"
"28413",6,10,27,"Evan_MC_H1_cell61467"
"28414",64,78,100,"Evan_MC_H1_cell61795"
"28415",40,64,92,"Evan_MC_H1_cell61816"
"28416",53,51,49,"Evan_MC_H1_cell61957"
"28417",79,85,8,"Evan_MC_H1_cell62070"
"28418",20,20,56,"Evan_MC_H1_cell62178"
"28419",80,85,10,"Evan_MC_H1_cell62190"
"28420",53,50,93,"Evan_MC_H1_cell62462"
"28421",49,40,92,"Evan_MC_H1_cell62498"
"28422",57,74,113,"Evan_MC_H1_cell62514"
"28423",49,40,92,"Evan_MC_H1_cell62700"
"28424",20,14,51,"Evan_MC_H1_cell62846"
"28425",65,78,4,"Evan_MC_H1_cell62974"
"28426",20,20,40,"Evan_MC_H1_cell63217"
"28427",25,14,49,"Evan_MC_H1_cell63223"
"28428",31,25,75,"Evan_MC_H1_cell63474"
"28429",40,40,92,"Evan_MC_H1_cell63689"
"28430",58,26,58,"Evan_MC_H1_cell63813"
"28431",54,50,76,"Evan_MC_H1_cell63965"
"28432",62,61,107,"Evan_MC_H1_cell64069"
"28433",52,44,85,"Evan_MC_H1_cell64194"
"28434",49,40,92,"Evan_MC_H1_cell64382"
"28435",18,2,47,"Evan_MC_H1_cell64469"
"28436",24,14,49,"Evan_MC_H1_cell64502"
"28437",53,50,93,"Evan_MC_H1_cell64813"
"28438",24,14,51,"Evan_MC_H1_cell64985"
"28439",49,40,92,"Evan_MC_H1_cell65029"
"28440",6,8,31,"Evan_MC_H1_cell65187"
"28441",71,96,25,"Evan_MC_H1_cell65688"
"28442",49,40,92,"Evan_MC_H1_cell65902"
"28443",63,56,112,"Evan_MC_H1_cell65935"
"28444",24,14,49,"Evan_MC_H1_cell66063"
"28445",40,40,109,"Evan_MC_H1_cell66148"
"28446",6,12,13,"Evan_MC_H1_cell66367"
"28447",79,84,8,"Evan_MC_H1_cell66532"
"28448",56,44,105,"Evan_MC_H1_cell66647"
"28449",25,14,49,"Evan_MC_H1_cell67149"
"28450",12,35,66,"Evan_MC_H1_cell67586"
"28451",73,95,21,"Evan_MC_H1_cell67616"
"28452",62,60,109,"Evan_MC_H1_cell67764"
"28453",4,11,28,"Evan_MC_H1_cell67798"
"28454",49,40,92,"Evan_MC_H1_cell67829"
"28455",53,40,92,"Evan_MC_H1_cell67987"
"28456",12,35,66,"Evan_MC_H1_cell68059"
"28457",40,62,92,"Evan_MC_H1_cell68139"
"28458",18,2,45,"Evan_MC_H1_cell68479"
"28459",49,25,75,"Evan_MC_H1_cell68527"
"28460",6,12,27,"Evan_MC_H1_cell68572"
"28461",58,64,95,"Evan_MC_H1_cell68727"
"28462",4,8,27,"Evan_MC_H1_cell68739"
"28463",6,12,27,"Evan_MC_H1_cell68745"
"28464",63,56,90,"Evan_MC_H1_cell69242"
"28465",73,95,21,"Evan_MC_H1_cell69444"
"28466",79,84,8,"Evan_MC_H1_cell69532"
"28467",5,8,27,"Evan_MC_H1_cell69663"
"28468",18,2,47,"Evan_MC_H1_cell69729"
"28469",79,84,8,"Evan_MC_H1_cell69774"
"28470",49,44,92,"Evan_MC_H1_cell69819"
"28471",24,14,49,"Evan_MC_H1_cell70059"
"28472",53,51,97,"Evan_MC_H1_cell71137"
"28473",79,84,8,"Evan_MC_H1_cell71232"
"28474",79,86,8,"Evan_MC_H1_cell71277"
"28475",6,12,30,"Evan_MC_H1_cell71345"
"28476",44,40,92,"Evan_MC_H1_cell71387"
"28477",80,86,10,"Evan_MC_H1_cell71522"
"28478",78,8,27,"Evan_MC_H1_cell72174"
"28479",68,82,4,"Evan_MC_H1_cell72399"
"28480",19,79,45,"Evan_MC_H1_cell72931"
"28481",79,84,8,"Evan_MC_H1_cell73211"
"28482",12,35,66,"Evan_MC_H1_cell73547"
"28483",18,79,47,"Evan_MC_H1_cell73626"
"28484",49,40,92,"Evan_MC_H1_cell73726"
"28485",75,95,21,"Evan_MC_H1_cell73969"
"28486",73,95,21,"Evan_MC_H1_cell74027"
"28487",71,91,120,"Evan_MC_H1_cell74621"
"28488",4,11,28,"Evan_MC_H1_cell74752"
"28489",25,14,34,"Evan_MC_H1_cell74864"
"28490",56,44,105,"Evan_MC_H1_cell75163"
"28491",62,60,107,"Evan_MC_H1_cell75202"
"28492",20,20,56,"Evan_MC_H1_cell75835"
"28493",53,50,93,"Evan_MC_H1_cell76090"
"28494",57,75,113,"Evan_MC_H1_cell76101"
"28495",58,66,58,"Evan_MC_H1_cell76321"
"28496",80,8,31,"Evan_MC_H1_cell76480"
"28497",63,56,112,"Evan_MC_H1_cell76635"
"28498",73,95,21,"Evan_MC_H1_cell76644"
"28499",6,8,27,"Evan_MC_H1_cell76753"
"28500",68,82,119,"Evan_MC_H1_cell76856"
"28501",58,49,95,"Evan_MC_H1_cell77816"
"28502",12,35,99,"Evan_MC_H1_cell77839"
"28503",53,49,93,"Evan_MC_H1_cell78002"
"28504",27,20,56,"Evan_MC_H1_cell78068"
"28505",9,15,19,"Evan_MC_H1_cell78137"
"28506",21,64,58,"Evan_MC_H1_cell78533"
"28507",49,44,92,"Evan_MC_H1_cell78648"
"28508",78,9,31,"Evan_MC_H1_cell79086"
"28509",76,93,92,"Evan_MC_H1_cell79101"
"28510",58,64,58,"Evan_MC_H1_cell79494"
"28511",24,14,49,"Evan_MC_H1_cell79786"
"28512",12,35,4,"Evan_MC_H1_cell79868"
"28513",79,86,8,"Evan_MC_H1_cell79882"
"28514",20,14,49,"Evan_MC_H1_cell79906"
"28515",49,40,92,"Evan_MC_H1_cell79928"
"28516",75,87,117,"Evan_MC_H1_cell80220"
"28517",68,56,119,"Evan_MC_H1_cell80235"
"28518",12,35,66,"Evan_MC_H1_cell80542"
"28519",21,64,58,"Evan_MC_H1_cell81260"
"28520",31,25,75,"Evan_MC_H1_cell81574"
"28521",19,79,45,"Evan_MC_H1_cell81847"
"28522",73,95,21,"Evan_MC_H1_cell81908"
"28523",52,44,105,"Evan_MC_H1_cell82029"
"28524",78,8,31,"Evan_MC_H1_cell82613"
"28525",39,60,89,"Evan_MC_H1_cell82710"
"28526",52,48,105,"Evan_MC_H1_cell83049"
"28527",24,14,49,"Evan_MC_H1_cell83216"
"28528",18,2,47,"Evan_MC_H1_cell83855"
"28529",57,50,93,"Evan_MC_H1_cell84620"
"28530",58,64,42,"Evan_MC_H1_cell84814"
"28531",12,24,99,"Evan_MC_H1_cell85193"
"28532",4,14,28,"Evan_MC_H1_cell85795"
"28533",78,9,31,"Evan_MC_H1_cell85887"
"28534",78,8,27,"Evan_MC_H1_cell86123"
"28535",68,56,4,"Evan_MC_H1_cell86369"
"28536",18,4,47,"Evan_MC_H1_cell86388"
"28537",31,25,75,"Evan_MC_H1_cell86495"
"28538",19,2,47,"Evan_MC_H1_cell86778"
"28539",79,84,8,"Evan_MC_H1_cell86826"
"28540",12,35,66,"Evan_MC_H1_cell87206"
"28541",57,74,113,"Evan_MC_H1_cell87418"
"28542",73,95,21,"Evan_MC_H1_cell87587"
"28543",68,82,119,"Evan_MC_H1_cell87667"
"28544",12,35,66,"Evan_MC_H1_cell87937"
"28545",24,14,49,"Evan_MC_H1_cell88381"
"28546",64,99,3,"Evan_MC_H1_cell88558"
"28547",63,56,91,"Evan_MC_H1_cell88602"
"28548",80,85,10,"Evan_MC_H1_cell89804"
"28549",79,84,8,"Evan_MC_H1_cell89935"
"28550",79,84,8,"Evan_MC_H1_cell90213"
"28551",12,35,66,"Evan_MC_H1_cell90856"
"28552",40,65,109,"Evan_MC_H1_cell90866"
"28553",4,50,93,"Evan_MC_H1_cell91090"
"28554",73,95,21,"Evan_MC_H1_cell91679"
"28555",65,78,4,"Evan_MC_H1_cell91740"
"28556",49,40,25,"Evan_MC_H1_cell92475"
"28557",64,99,3,"Evan_MC_H1_cell92482"
"28558",79,84,8,"Evan_MC_H1_cell92623"
"28559",6,12,30,"Evan_MC_H1_cell92708"
"28560",49,40,92,"Evan_MC_H1_cell92829"
"28561",78,16,18,"Evan_MC_H1_cell94001"
"28562",51,84,8,"Evan_MC_H1_cell94161"
"28563",18,2,47,"Evan_MC_H1_cell94202"
"28564",12,35,66,"Evan_MC_H1_cell94717"
"28565",79,84,8,"Evan_MC_H1_cell95055"
"28566",12,35,66,"Evan_MC_H1_cell95614"
"28567",12,35,66,"Evan_MC_H1_cell95712"
"28568",80,84,8,"Evan_MC_H1_cell95846"
"28569",1,13,3,"Evan_MC_H1_cell96114"
"28570",6,10,27,"Evan_MC_H1_cell96120"
"28571",79,40,92,"Evan_MC_H1_cell96296"
"28572",80,12,31,"Evan_MC_H1_cell96358"
"28573",65,60,109,"Evan_MC_H1_cell96385"
"28574",18,90,75,"Evan_MC_H1_cell96524"
"28575",52,48,105,"Evan_MC_H1_cell96546"
"28576",79,84,8,"Evan_MC_H1_cell96725"
"28577",24,14,49,"Evan_MC_H1_cell97049"
"28578",75,87,117,"Evan_MC_H1_cell97074"
"28579",12,24,8,"Evan_MC_H1_cell97386"
"28580",6,9,27,"Evan_MC_H1_cell97392"
"28581",12,35,66,"Evan_MC_H1_cell97577"
"28582",79,84,8,"Evan_MC_H1_cell97621"
"28583",5,15,30,"Evan_MC_H1_cell97960"
"28584",19,2,45,"Evan_MC_H1_cell98022"
"28585",18,54,4,"Evan_MC_H1_cell98076"
"28586",52,44,105,"Evan_MC_H1_cell98201"
"28587",79,84,8,"Evan_MC_H1_cell98230"
"28588",75,87,117,"Evan_MC_H1_cell98242"
"28589",20,20,56,"Evan_MC_H1_cell98250"
"28590",24,14,51,"Evan_MC_H1_cell98814"
"28591",73,95,21,"Evan_MC_H1_cell98824"
"28592",65,79,4,"Evan_MC_H1_cell99006"
"28593",17,74,113,"Evan_MC_H1_cell99176"
"28594",68,82,119,"Evan_MC_H1_cell99213"
"28595",24,14,49,"Evan_MC_H1_cell99326"
"28596",73,95,21,"Evan_MC_H1_cell99594"
"28597",13,10,13,"Evan_MC_H1_cell99882"
"28598",78,12,31,"Evan_MC_H1_cell99959"
"28599",39,60,109,"Evan_MC_H1_cell100317"
"28600",5,8,30,"Evan_MC_H1_cell100371"
"28601",30,14,49,"Evan_MC_H1_cell100844"
"28602",79,84,8,"Evan_MC_H1_cell100959"
"28603",64,99,3,"Evan_MC_H1_cell101049"
"28604",79,84,8,"Evan_MC_H1_cell101191"
"28605",54,50,77,"Evan_MC_H1_cell101200"
"28606",75,87,117,"Evan_MC_H1_cell101342"
"28607",14,10,27,"Evan_MC_H1_cell101697"
"28608",12,35,6,"Evan_MC_H1_cell101704"
"28609",78,8,30,"Evan_MC_H1_cell102046"
"28610",64,99,3,"Evan_MC_H1_cell102303"
"28611",73,94,21,"Evan_MC_H1_cell102551"
"28612",72,96,22,"Evan_MC_H1_cell102816"
"28613",64,99,100,"Evan_MC_H1_cell103327"
"28614",63,56,111,"Evan_MC_H1_cell103510"
"28615",24,14,49,"Evan_MC_H1_cell103536"
"28616",54,44,75,"Evan_MC_H1_cell104278"
"28617",77,25,96,"Evan_MC_H1_cell104884"
"28618",72,96,23,"Evan_MC_H1_cell104902"
"28619",72,96,119,"Evan_MC_H1_cell105006"
"28620",49,44,92,"Evan_MC_H1_cell105559"
"28621",57,53,93,"Evan_MC_H1_cell105891"
"28622",62,60,109,"Evan_MC_H1_cell105978"
"28623",25,14,49,"Evan_MC_H1_cell106315"
"28624",7,9,95,"Evan_MC_H1_cell106384"
"28625",14,54,38,"Evan_MC_H1_cell106598"
"28626",58,74,58,"Evan_MC_H1_cell106599"
"28627",4,8,31,"Evan_MC_H1_cell106731"
"28628",19,79,45,"Evan_MC_H1_cell106737"
"28629",79,84,8,"Evan_MC_H1_cell106954"
"28630",79,84,8,"Evan_MC_H1_cell107227"
"28631",79,84,8,"Evan_MC_H1_cell107326"
"28632",31,25,75,"Evan_MC_H1_cell107551"
"28633",80,8,30,"Evan_MC_H1_cell107563"
"28634",31,25,75,"Evan_MC_H1_cell107624"
"28635",73,95,21,"Evan_MC_H1_cell107633"
"28636",65,60,109,"Evan_MC_H1_cell107722"
"28637",78,12,30,"Evan_MC_H1_cell107927"
"28638",62,61,107,"Evan_MC_H1_cell108218"
"28639",58,49,95,"Evan_MC_H1_cell108644"
"28640",78,14,50,"Evan_MC_H1_cell108675"
"28641",58,66,95,"Evan_MC_H1_cell108695"
"28642",68,80,120,"Evan_MC_H1_cell108914"
"28643",20,20,56,"Evan_MC_H1_cell108999"
"28644",5,10,27,"Evan_MC_H1_cell109224"
"28645",64,99,100,"Evan_MC_H1_cell109259"
"28646",27,20,56,"Evan_MC_H1_cell109321"
"28647",73,95,21,"Evan_MC_H1_cell109532"
"28648",79,84,8,"Evan_MC_H1_cell109736"
"28649",12,24,99,"Evan_MC_H1_cell109978"
"28650",18,2,47,"Evan_MC_H1_cell110138"
"28651",6,10,27,"Evan_MC_H1_cell110634"
"28652",5,12,30,"Evan_MC_H1_cell110667"
"28653",79,86,8,"Evan_MC_H1_cell110766"
"28654",49,40,92,"Evan_MC_H1_cell111359"
"28655",53,40,92,"Evan_MC_H1_cell111543"
"28656",65,79,4,"Evan_MC_H1_cell111552"
"28657",2,3,77,"Evan_MC_H1_cell111772"
"28658",58,66,58,"Evan_MC_H1_cell111881"
"28659",73,95,21,"Evan_MC_H1_cell112275"
"28660",68,82,119,"Evan_MC_H1_cell112913"
"28661",73,95,21,"Evan_MC_H1_cell113242"
"28662",31,44,75,"Evan_MC_H1_cell113433"
"28663",17,4,45,"Evan_MC_H1_cell113455"
"28664",49,40,92,"Evan_MC_H1_cell113834"
"28665",79,84,8,"Evan_MC_H1_cell113952"
"28666",68,78,4,"Evan_MC_H1_cell113988"
"28667",79,85,10,"Evan_MC_H1_cell114159"
"28668",63,56,91,"Evan_MC_H1_cell114161"
"28669",12,35,77,"Evan_MC_H1_cell114430"
"28670",67,99,3,"Evan_MC_H1_cell114944"
"28671",12,35,66,"Evan_MC_H1_cell115135"
"28672",49,44,92,"Evan_MC_H1_cell115672"
"28673",79,84,8,"Evan_MC_H1_cell115884"
"28674",63,59,91,"Evan_MC_H1_cell115918"
"28675",73,94,21,"Evan_MC_H1_cell115991"
"28676",2,35,66,"Evan_MC_H1_cell116614"
"28677",75,87,117,"Evan_MC_H1_cell117715"
"28678",54,64,95,"Evan_MC_H1_cell117748"
"28679",52,44,105,"Evan_MC_H1_cell117868"
"28680",80,8,27,"Evan_MC_H1_cell117884"
"28681",63,56,112,"Evan_MC_H1_cell118174"
"28682",65,60,109,"Evan_MC_H1_cell118611"
"28683",24,4,43,"Evan_MC_H1_cell118761"
"28684",52,44,85,"Evan_MC_H1_cell118918"
"28685",79,84,8,"Evan_MC_H1_cell119248"
"28686",78,12,95,"Evan_MC_H1_cell119273"
"28687",6,12,27,"Evan_MC_H1_cell119468"
"28688",5,8,31,"Evan_MC_H1_cell119781"
"28689",57,74,113,"Evan_MC_H1_cell119973"
"28690",57,74,113,"Evan_MC_H1_cell119986"
"28691",6,10,27,"Evan_MC_H1_cell120199"
"28692",4,14,44,"Evan_MC_H1_cell120707"
"28693",31,40,83,"Evan_MC_H1_cell120726"
"28694",79,84,8,"Evan_MC_H1_cell121563"
"28695",49,40,92,"Evan_MC_H1_cell121769"
"28696",53,50,93,"Evan_MC_H1_cell121887"
"28697",80,8,27,"Evan_MC_H1_cell121962"
"28698",17,79,45,"Evan_MC_H1_cell122026"
"28699",12,35,66,"Evan_MC_H1_cell123454"
"28700",6,12,30,"Evan_MC_H1_cell123513"
"28701",54,49,76,"Evan_MC_H1_cell124222"
"28702",24,14,49,"Evan_MC_H1_cell124730"
"28703",80,84,8,"Evan_MC_H1_cell124766"
"28704",53,50,74,"Evan_MC_H1_cell124770"
"28705",15,9,35,"Evan_MC_H1_cell124910"
"28706",7,9,35,"Evan_MC_H1_cell125035"
"28707",78,9,31,"Evan_MC_H1_cell125574"
"28708",20,20,56,"Evan_MC_H1_cell125701"
"28709",79,84,8,"Evan_MC_H1_cell125951"
"28710",13,12,30,"Evan_MC_H1_cell125957"
"28711",4,23,28,"Evan_MC_H1_cell127051"
"28712",75,95,117,"Evan_MC_H1_cell127232"
"28713",52,44,105,"Evan_MC_H1_cell127770"
"28714",52,44,105,"Evan_MC_H1_cell127859"
"28715",54,49,95,"Evan_MC_H1_cell127929"
"28716",78,8,31,"Evan_MC_H1_cell128077"
"28717",54,50,95,"Evan_MC_H1_cell128458"
"28718",62,60,107,"Evan_MC_H1_cell128491"
"28719",12,35,66,"Evan_MC_H1_cell129133"
"28720",12,35,66,"Evan_MC_H1_cell129211"
"28721",20,14,43,"Evan_MC_H1_cell129275"
"28722",7,10,27,"Evan_MC_H1_cell129290"
"28723",57,74,113,"Evan_MC_H1_cell129685"
"28724",5,12,30,"Evan_MC_H1_cell130110"
"28725",12,35,5,"Evan_MC_H1_cell130372"
"28726",26,10,45,"Evan_MC_H1_cell130486"
"28727",20,20,56,"Evan_MC_H1_cell130582"
"28728",53,50,93,"Evan_MC_H1_cell130778"
"28729",73,95,21,"Evan_MC_H1_cell131240"
"28730",62,63,107,"Evan_MC_H1_cell131345"
"28731",5,12,30,"Evan_MC_H1_cell131368"
"28732",12,24,77,"Evan_MC_H1_cell131523"
"28733",54,49,95,"Evan_MC_H1_cell131582"
"28734",79,84,8,"Evan_MC_H1_cell131679"
"28735",57,74,113,"Evan_MC_H1_cell131695"
"28736",49,40,92,"Evan_MC_H1_cell132309"
"28737",79,84,8,"Evan_MC_H1_cell133086"
