"","80","100","120","cells"
"3922",80,85,10,"Evan_MC_A1_cell716437"
"3923",25,79,32,"Evan_MC_A1_cell717129"
"3924",63,56,91,"Evan_MC_A1_cell717284"
"3925",58,66,42,"Evan_MC_A1_cell717495"
"3926",4,50,93,"Evan_MC_A1_cell717637"
"3927",62,61,107,"Evan_MC_A1_cell717761"
"3928",53,40,92,"Evan_MC_A1_cell717763"
"3929",4,11,28,"Evan_MC_A1_cell718116"
"3930",79,84,8,"Evan_MC_A1_cell718187"
"3931",12,35,99,"Evan_MC_A1_cell718236"
"3932",49,40,92,"Evan_MC_A1_cell718321"
"3933",79,84,8,"Evan_MC_A1_cell718412"
"3934",62,61,107,"Evan_MC_A1_cell718503"
"3935",68,80,120,"Evan_MC_A1_cell718807"
"3936",5,8,27,"Evan_MC_A1_cell718854"
"3937",58,64,58,"Evan_MC_A1_cell719580"
"3938",80,85,8,"Evan_MC_A1_cell720025"
"3939",39,60,89,"Evan_MC_A1_cell720790"
"3940",49,40,92,"Evan_MC_A1_cell721230"
"3941",52,44,49,"Evan_MC_A1_cell721231"
"3942",19,90,45,"Evan_MC_A1_cell721365"
"3943",49,40,92,"Evan_MC_A1_cell721402"
"3944",32,14,49,"Evan_MC_A1_cell721597"
"3945",57,9,31,"Evan_MC_A1_cell722339"
"3946",72,96,23,"Evan_MC_A1_cell722352"
"3947",19,8,27,"Evan_MC_A1_cell722461"
"3948",39,60,109,"Evan_MC_A1_cell722510"
"3949",12,35,44,"Evan_MC_A1_cell722801"
"3950",73,95,21,"Evan_MC_A1_cell723015"
"3951",25,14,49,"Evan_MC_A1_cell723434"
"3952",57,50,93,"Evan_MC_A1_cell723549"
"3953",79,84,8,"Evan_MC_A1_cell723706"
"3954",53,40,92,"Evan_MC_A1_cell723904"
"3955",20,20,56,"Evan_MC_A1_cell724293"
"3956",6,12,31,"Evan_MC_A1_cell724656"
"3957",79,85,10,"Evan_MC_A1_cell725078"
"3958",72,40,92,"Evan_MC_A1_cell725116"
"3959",4,14,12,"Evan_MC_A1_cell725461"
"3960",49,40,92,"Evan_MC_A1_cell725472"
"3961",49,40,92,"Evan_MC_A1_cell725705"
"3962",19,79,45,"Evan_MC_A1_cell726153"
"3963",73,94,21,"Evan_MC_A1_cell727137"
"3964",6,17,14,"Evan_MC_A1_cell727491"
"3965",20,20,56,"Evan_MC_A1_cell727837"
"3966",7,17,27,"Evan_MC_A1_cell728163"
"3967",44,40,109,"Evan_MC_A1_cell728165"
"3968",79,84,8,"Evan_MC_A1_cell728394"
"3969",12,24,99,"Evan_MC_A1_cell728414"
"3970",19,2,45,"Evan_MC_A1_cell728440"
"3971",40,40,109,"Evan_MC_A1_cell728453"
"3972",79,85,10,"Evan_MC_A1_cell728925"
"3973",12,35,66,"Evan_MC_A1_cell728979"
"3974",17,79,45,"Evan_MC_A1_cell729682"
"3975",79,84,8,"Evan_MC_A1_cell729693"
"3976",53,40,92,"Evan_MC_A1_cell729987"
"3977",75,95,21,"Evan_MC_A1_cell730382"
"3978",49,40,92,"Evan_MC_A1_cell730420"
"3979",40,60,109,"Evan_MC_A1_cell731149"
"3980",20,20,56,"Evan_MC_A1_cell731293"
"3981",79,85,8,"Evan_MC_A1_cell731363"
"3982",25,14,49,"Evan_MC_A1_cell731508"
"3983",24,14,34,"Evan_MC_A1_cell731699"
"3984",4,8,28,"Evan_MC_A1_cell731855"
"3985",49,40,92,"Evan_MC_A1_cell731900"
"3986",20,20,56,"Evan_MC_A1_cell731991"
"3987",53,40,92,"Evan_MC_A1_cell732090"
"3988",58,64,58,"Evan_MC_A1_cell732113"
"3989",14,10,27,"Evan_MC_A1_cell732161"
"3990",49,40,92,"Evan_MC_A1_cell732162"
"3991",14,54,38,"Evan_MC_A1_cell732287"
"3992",54,49,95,"Evan_MC_A1_cell732300"
"3993",79,85,8,"Evan_MC_A1_cell732385"
"3994",53,49,95,"Evan_MC_A1_cell732553"
"3995",30,14,49,"Evan_MC_A1_cell732607"
"3996",12,24,77,"Evan_MC_A1_cell732649"
"3997",79,85,10,"Evan_MC_A1_cell732762"
"3998",65,78,4,"Evan_MC_A1_cell732790"
"3999",17,90,43,"Evan_MC_A1_cell733006"
"4000",79,84,8,"Evan_MC_A1_cell733012"
"4001",49,40,92,"Evan_MC_A1_cell733035"
"4002",39,60,109,"Evan_MC_A1_cell733065"
"4003",72,96,23,"Evan_MC_A1_cell733380"
"4004",79,84,8,"Evan_MC_A1_cell733443"
"4005",73,95,21,"Evan_MC_A1_cell733449"
"4006",49,47,92,"Evan_MC_A1_cell733624"
"4007",14,54,38,"Evan_MC_A1_cell733629"
"4008",68,82,119,"Evan_MC_A1_cell733661"
"4009",58,64,58,"Evan_MC_A1_cell733759"
"4010",20,26,56,"Evan_MC_A1_cell734004"
"4011",6,17,14,"Evan_MC_A1_cell734022"
"4012",5,8,27,"Evan_MC_A1_cell734157"
"4013",54,49,95,"Evan_MC_A1_cell734249"
"4014",49,40,92,"Evan_MC_A1_cell734498"
"4015",52,44,105,"Evan_MC_A1_cell734539"
"4016",80,8,49,"Evan_MC_A1_cell734645"
"4017",75,94,21,"Evan_MC_A1_cell734735"
"4018",18,2,47,"Evan_MC_A1_cell734754"
"4019",75,87,117,"Evan_MC_A1_cell734807"
"4020",75,87,117,"Evan_MC_A1_cell735101"
"4021",54,49,95,"Evan_MC_A1_cell735158"
"4022",53,40,92,"Evan_MC_A1_cell735231"
"4023",53,40,92,"Evan_MC_A1_cell735422"
"4024",73,95,21,"Evan_MC_A1_cell735845"
"4025",19,79,45,"Evan_MC_A1_cell736116"
"4026",54,49,95,"Evan_MC_A1_cell736444"
"4027",71,40,92,"Evan_MC_A1_cell736498"
"4028",12,24,99,"Evan_MC_A1_cell736514"
"4029",19,4,45,"Evan_MC_A1_cell736551"
"4030",52,44,85,"Evan_MC_A1_cell736640"
"4031",79,85,10,"Evan_MC_A1_cell736748"
"4032",77,86,9,"Evan_MC_A1_cell736879"
"4033",20,20,58,"Evan_MC_A1_cell736923"
"4034",26,79,45,"Evan_MC_A1_cell737183"
"4035",49,40,92,"Evan_MC_A1_cell737233"
"4036",49,40,92,"Evan_MC_A1_cell737235"
"4037",30,20,49,"Evan_MC_B1_cell21"
"4038",19,79,45,"Evan_MC_B1_cell37"
"4039",49,40,92,"Evan_MC_B1_cell437"
"4040",52,44,105,"Evan_MC_B1_cell1162"
"4041",68,82,119,"Evan_MC_B1_cell1556"
"4042",78,12,51,"Evan_MC_B1_cell1712"
"4043",3,13,66,"Evan_MC_B1_cell1757"
"4044",5,12,30,"Evan_MC_B1_cell2072"
"4045",78,8,31,"Evan_MC_B1_cell2314"
"4046",79,83,8,"Evan_MC_B1_cell2565"
"4047",53,54,97,"Evan_MC_B1_cell2907"
"4048",53,50,93,"Evan_MC_B1_cell2978"
"4049",7,16,21,"Evan_MC_B1_cell3055"
"4050",79,84,8,"Evan_MC_B1_cell3133"
"4051",78,9,31,"Evan_MC_B1_cell3251"
"4052",49,41,92,"Evan_MC_B1_cell3569"
"4053",79,84,8,"Evan_MC_B1_cell3748"
"4054",12,35,66,"Evan_MC_B1_cell3826"
"4055",22,5,42,"Evan_MC_B1_cell3830"
"4056",19,2,47,"Evan_MC_B1_cell3832"
"4057",5,10,27,"Evan_MC_B1_cell3936"
"4058",68,49,112,"Evan_MC_B1_cell4701"
"4059",69,89,19,"Evan_MC_B1_cell4908"
"4060",19,79,30,"Evan_MC_B1_cell5013"
"4061",63,56,112,"Evan_MC_B1_cell5017"
"4062",64,99,3,"Evan_MC_B1_cell5362"
"4063",12,24,8,"Evan_MC_B1_cell5709"
"4064",12,24,99,"Evan_MC_B1_cell5725"
"4065",5,12,30,"Evan_MC_B1_cell5919"
"4066",79,83,8,"Evan_MC_B1_cell5976"
"4067",21,64,58,"Evan_MC_B1_cell6249"
"4068",73,95,21,"Evan_MC_B1_cell6597"
"4069",12,35,66,"Evan_MC_B1_cell6654"
"4070",63,56,112,"Evan_MC_B1_cell6714"
"4071",6,12,30,"Evan_MC_B1_cell6749"
"4072",31,25,75,"Evan_MC_B1_cell6807"
"4073",49,40,92,"Evan_MC_B1_cell7248"
"4074",73,95,21,"Evan_MC_B1_cell7283"
"4075",78,8,31,"Evan_MC_B1_cell7375"
"4076",49,40,92,"Evan_MC_B1_cell7418"
"4077",49,44,92,"Evan_MC_B1_cell7580"
"4078",53,50,93,"Evan_MC_B1_cell7599"
"4079",6,10,27,"Evan_MC_B1_cell7643"
"4080",4,75,28,"Evan_MC_B1_cell7677"
"4081",49,40,92,"Evan_MC_B1_cell7703"
"4082",49,40,92,"Evan_MC_B1_cell7712"
"4083",49,44,69,"Evan_MC_B1_cell7867"
"4084",19,79,29,"Evan_MC_B1_cell8287"
"4085",73,95,21,"Evan_MC_B1_cell8414"
"4086",72,96,23,"Evan_MC_B1_cell8420"
"4087",5,12,27,"Evan_MC_B1_cell8682"
"4088",71,89,17,"Evan_MC_B1_cell8732"
"4089",57,50,93,"Evan_MC_B1_cell8824"
"4090",69,89,17,"Evan_MC_B1_cell8903"
"4091",4,14,28,"Evan_MC_B1_cell8939"
"4092",72,96,23,"Evan_MC_B1_cell9448"
"4093",12,35,44,"Evan_MC_B1_cell9533"
"4094",60,74,113,"Evan_MC_B1_cell9668"
"4095",6,10,27,"Evan_MC_B1_cell10036"
"4096",73,95,21,"Evan_MC_B1_cell10104"
"4097",52,44,105,"Evan_MC_B1_cell10127"
"4098",73,94,21,"Evan_MC_B1_cell10312"
"4099",31,25,75,"Evan_MC_B1_cell10491"
"4100",39,60,109,"Evan_MC_B1_cell10529"
"4101",6,12,30,"Evan_MC_B1_cell10760"
"4102",54,14,48,"Evan_MC_B1_cell10839"
"4103",31,40,92,"Evan_MC_B1_cell10890"
"4104",18,2,42,"Evan_MC_B1_cell10892"
"4105",49,40,92,"Evan_MC_B1_cell10945"
"4106",79,84,8,"Evan_MC_B1_cell11056"
"4107",53,50,93,"Evan_MC_B1_cell11377"
"4108",62,60,107,"Evan_MC_B1_cell12019"
"4109",79,84,8,"Evan_MC_B1_cell12035"
"4110",12,35,5,"Evan_MC_B1_cell12252"
"4111",19,79,45,"Evan_MC_B1_cell12265"
"4112",45,40,109,"Evan_MC_B1_cell12813"
"4113",65,78,4,"Evan_MC_B1_cell12862"
"4114",78,8,31,"Evan_MC_B1_cell12993"
"4115",63,56,112,"Evan_MC_B1_cell13097"
"4116",12,11,15,"Evan_MC_B1_cell13295"
"4117",79,84,8,"Evan_MC_B1_cell13389"
"4118",68,82,119,"Evan_MC_B1_cell13516"
"4119",79,84,8,"Evan_MC_B1_cell13544"
"4120",49,40,92,"Evan_MC_B1_cell13753"
"4121",12,35,66,"Evan_MC_B1_cell13889"
"4122",12,35,66,"Evan_MC_B1_cell13907"
"4123",79,85,8,"Evan_MC_B1_cell14204"
"4124",6,12,27,"Evan_MC_B1_cell14303"
"4125",78,8,18,"Evan_MC_B1_cell14340"
"4126",63,56,112,"Evan_MC_B1_cell14873"
"4127",19,79,45,"Evan_MC_B1_cell15025"
"4128",53,44,73,"Evan_MC_B1_cell15297"
"4129",53,50,93,"Evan_MC_B1_cell15457"
"4130",68,80,119,"Evan_MC_B1_cell15798"
"4131",31,25,58,"Evan_MC_B1_cell15930"
"4132",79,84,8,"Evan_MC_B1_cell16068"
"4133",24,14,49,"Evan_MC_B1_cell16152"
"4134",68,82,119,"Evan_MC_B1_cell16425"
"4135",22,5,42,"Evan_MC_B1_cell16513"
"4136",24,14,49,"Evan_MC_B1_cell16559"
"4137",18,2,47,"Evan_MC_B1_cell16671"
"4138",12,4,66,"Evan_MC_B1_cell16710"
"4139",78,9,31,"Evan_MC_B1_cell16947"
"4140",79,84,8,"Evan_MC_B1_cell17076"
"4141",79,85,8,"Evan_MC_B1_cell17098"
"4142",69,89,19,"Evan_MC_B1_cell17123"
"4143",25,14,49,"Evan_MC_B1_cell17285"
"4144",79,84,105,"Evan_MC_B1_cell17415"
"4145",14,10,27,"Evan_MC_B1_cell17595"
"4146",24,14,34,"Evan_MC_B1_cell18254"
"4147",79,84,8,"Evan_MC_B1_cell18289"
"4148",49,40,92,"Evan_MC_B1_cell18327"
"4149",62,60,109,"Evan_MC_B1_cell18376"
"4150",7,9,40,"Evan_MC_B1_cell18452"
"4151",49,62,109,"Evan_MC_B1_cell18505"
"4152",18,10,47,"Evan_MC_B1_cell19116"
"4153",57,74,93,"Evan_MC_B1_cell19356"
"4154",20,20,56,"Evan_MC_B1_cell19472"
"4155",79,86,10,"Evan_MC_B1_cell19864"
"4156",12,24,99,"Evan_MC_B1_cell20008"
"4157",54,49,95,"Evan_MC_B1_cell20449"
"4158",24,90,43,"Evan_MC_B1_cell20742"
"4159",6,10,14,"Evan_MC_B1_cell20755"
"4160",1,13,44,"Evan_MC_B1_cell20872"
"4161",49,40,92,"Evan_MC_B1_cell21053"
"4162",68,82,119,"Evan_MC_B1_cell21183"
"4163",53,20,95,"Evan_MC_B1_cell21241"
"4164",49,40,92,"Evan_MC_B1_cell21425"
"4165",26,79,45,"Evan_MC_B1_cell21573"
"4166",79,86,9,"Evan_MC_B1_cell21731"
"4167",8,9,31,"Evan_MC_B1_cell22032"
"4168",12,35,66,"Evan_MC_B1_cell22145"
"4169",12,35,66,"Evan_MC_B1_cell22429"
"4170",68,80,98,"Evan_MC_B1_cell22506"
"4171",19,79,45,"Evan_MC_B1_cell22711"
"4172",18,2,47,"Evan_MC_B1_cell23084"
"4173",2,35,66,"Evan_MC_B1_cell23183"
"4174",79,86,9,"Evan_MC_B1_cell23519"
"4175",73,95,21,"Evan_MC_B1_cell23718"
"4176",79,84,105,"Evan_MC_B1_cell23801"
"4177",53,50,93,"Evan_MC_B1_cell24387"
"4178",53,40,73,"Evan_MC_B1_cell24584"
"4179",80,85,10,"Evan_MC_B1_cell24693"
"4180",52,44,105,"Evan_MC_B1_cell24938"
"4181",57,74,113,"Evan_MC_B1_cell25179"
"4182",20,20,56,"Evan_MC_B1_cell25205"
"4183",57,74,113,"Evan_MC_B1_cell25488"
"4184",63,56,112,"Evan_MC_B1_cell25493"
"4185",79,85,8,"Evan_MC_B1_cell25786"
"4186",75,87,117,"Evan_MC_B1_cell25840"
"4187",49,40,92,"Evan_MC_B1_cell25898"
"4188",57,75,113,"Evan_MC_B1_cell26390"
"4189",65,79,4,"Evan_MC_B1_cell26428"
"4190",24,14,49,"Evan_MC_B1_cell26729"
"4191",52,44,105,"Evan_MC_B1_cell26744"
"4192",39,60,109,"Evan_MC_B1_cell26881"
"4193",19,79,45,"Evan_MC_B1_cell27846"
"4194",74,96,23,"Evan_MC_B1_cell27889"
"4195",4,40,92,"Evan_MC_B1_cell28084"
"4196",53,50,93,"Evan_MC_B1_cell28299"
"4197",39,60,109,"Evan_MC_B1_cell28505"
"4198",12,35,66,"Evan_MC_B1_cell28572"
"4199",12,4,77,"Evan_MC_B1_cell28590"
"4200",73,95,21,"Evan_MC_B1_cell28736"
"4201",5,10,27,"Evan_MC_B1_cell28773"
"4202",79,84,8,"Evan_MC_B1_cell28784"
"4203",26,4,45,"Evan_MC_B1_cell28892"
"4204",73,95,21,"Evan_MC_B1_cell29017"
"4205",65,78,4,"Evan_MC_B1_cell29198"
"4206",49,44,92,"Evan_MC_B1_cell29233"
"4207",49,40,92,"Evan_MC_B1_cell29265"
"4208",62,60,109,"Evan_MC_B1_cell29274"
"4209",54,49,95,"Evan_MC_B1_cell29400"
"4210",5,8,30,"Evan_MC_B1_cell29505"
"4211",18,2,45,"Evan_MC_B1_cell30017"
"4212",73,95,21,"Evan_MC_B1_cell30156"
"4213",20,14,56,"Evan_MC_B1_cell30201"
"4214",73,95,21,"Evan_MC_B1_cell30245"
"4215",5,10,31,"Evan_MC_B1_cell30506"
"4216",49,44,92,"Evan_MC_B1_cell30686"
"4217",21,64,42,"Evan_MC_B1_cell31113"
"4218",78,8,31,"Evan_MC_B1_cell31300"
"4219",69,89,19,"Evan_MC_B1_cell31424"
"4220",12,24,99,"Evan_MC_B1_cell32620"
"4221",68,80,120,"Evan_MC_B1_cell32669"
"4222",12,24,99,"Evan_MC_B1_cell32754"
"4223",63,56,112,"Evan_MC_B1_cell32863"
"4224",49,40,92,"Evan_MC_B1_cell32946"
"4225",73,95,21,"Evan_MC_B1_cell33071"
"4226",78,8,31,"Evan_MC_B1_cell33334"
"4227",24,14,36,"Evan_MC_B1_cell33613"
"4228",68,80,98,"Evan_MC_B1_cell33615"
"4229",62,61,107,"Evan_MC_B1_cell33622"
"4230",24,14,49,"Evan_MC_B1_cell33659"
"4231",62,61,107,"Evan_MC_B1_cell33840"
"4232",73,95,21,"Evan_MC_B1_cell34830"
"4233",18,2,28,"Evan_MC_B1_cell35063"
"4234",24,14,49,"Evan_MC_B1_cell35149"
"4235",69,89,19,"Evan_MC_B1_cell35459"
"4236",24,14,49,"Evan_MC_B1_cell35497"
"4237",68,80,119,"Evan_MC_B1_cell35627"
"4238",6,17,27,"Evan_MC_B1_cell35837"
"4239",75,87,96,"Evan_MC_B1_cell35942"
"4240",58,64,58,"Evan_MC_B1_cell35965"
"4241",79,85,10,"Evan_MC_B1_cell36229"
"4242",73,95,21,"Evan_MC_B1_cell36259"
"4243",58,64,58,"Evan_MC_B1_cell36529"
"4244",72,95,22,"Evan_MC_B1_cell36621"
"4245",5,12,30,"Evan_MC_B1_cell36656"
"4246",65,78,101,"Evan_MC_B1_cell36676"
"4247",31,25,75,"Evan_MC_B1_cell36985"
"4248",18,10,47,"Evan_MC_B1_cell37008"
"4249",79,85,8,"Evan_MC_B1_cell37099"
"4250",79,84,8,"Evan_MC_B1_cell37296"
"4251",66,59,112,"Evan_MC_B1_cell37471"
"4252",63,59,112,"Evan_MC_B1_cell37694"
"4253",79,84,8,"Evan_MC_B1_cell37739"
"4254",58,64,58,"Evan_MC_B1_cell37741"
"4255",6,10,31,"Evan_MC_B1_cell37771"
"4256",19,79,45,"Evan_MC_B1_cell38229"
"4257",73,95,21,"Evan_MC_B1_cell38564"
"4258",63,56,112,"Evan_MC_B1_cell38689"
"4259",49,40,92,"Evan_MC_B1_cell38779"
"4260",53,50,93,"Evan_MC_B1_cell38872"
"4261",24,14,49,"Evan_MC_B1_cell38883"
"4262",62,60,89,"Evan_MC_B1_cell39031"
"4263",54,49,95,"Evan_MC_B1_cell39066"
"4264",79,84,8,"Evan_MC_B1_cell39201"
"4265",75,87,117,"Evan_MC_B1_cell39204"
"4266",49,40,92,"Evan_MC_B1_cell39512"
"4267",79,84,8,"Evan_MC_B1_cell39600"
"4268",69,89,115,"Evan_MC_B1_cell39626"
"4269",70,80,120,"Evan_MC_B1_cell39664"
"4270",49,44,92,"Evan_MC_B1_cell40019"
"4271",78,9,52,"Evan_MC_B1_cell40146"
"4272",49,40,92,"Evan_MC_B1_cell40408"
"4273",24,14,49,"Evan_MC_B1_cell41064"
"4274",52,44,105,"Evan_MC_B1_cell41576"
"4275",5,10,30,"Evan_MC_B1_cell41687"
"4276",49,40,92,"Evan_MC_B1_cell41761"
"4277",68,80,120,"Evan_MC_B1_cell42144"
"4278",2,35,77,"Evan_MC_B1_cell42170"
"4279",79,85,8,"Evan_MC_B1_cell42484"
"4280",5,12,30,"Evan_MC_B1_cell42713"
"4281",24,14,49,"Evan_MC_B1_cell42849"
"4282",80,84,8,"Evan_MC_B1_cell43044"
"4283",20,20,40,"Evan_MC_B1_cell43102"
"4284",54,8,49,"Evan_MC_B1_cell43168"
"4285",73,94,21,"Evan_MC_B1_cell43219"
"4286",57,9,95,"Evan_MC_B1_cell43359"
"4287",59,49,95,"Evan_MC_B1_cell43487"
"4288",75,87,117,"Evan_MC_B1_cell43629"
"4289",75,87,117,"Evan_MC_B1_cell44081"
"4290",49,40,92,"Evan_MC_B1_cell44246"
"4291",5,12,27,"Evan_MC_B1_cell44381"
"4292",12,35,6,"Evan_MC_B1_cell44902"
"4293",18,2,47,"Evan_MC_B1_cell45550"
"4294",49,40,92,"Evan_MC_B1_cell45786"
"4295",7,9,31,"Evan_MC_B1_cell45920"
"4296",73,95,117,"Evan_MC_B1_cell46013"
"4297",63,56,112,"Evan_MC_B1_cell46286"
"4298",53,50,93,"Evan_MC_B1_cell46490"
"4299",62,60,109,"Evan_MC_B1_cell47077"
"4300",24,14,49,"Evan_MC_B1_cell47207"
"4301",65,78,101,"Evan_MC_B1_cell47496"
"4302",19,79,45,"Evan_MC_B1_cell47505"
"4303",78,9,31,"Evan_MC_B1_cell47575"
"4304",12,35,66,"Evan_MC_B1_cell47935"
"4305",54,49,95,"Evan_MC_B1_cell48053"
"4306",72,96,22,"Evan_MC_B1_cell48059"
"4307",31,30,75,"Evan_MC_B1_cell48488"
"4308",73,95,21,"Evan_MC_B1_cell48729"
"4309",2,35,66,"Evan_MC_B1_cell48774"
"4310",63,56,112,"Evan_MC_B1_cell49092"
"4311",19,79,45,"Evan_MC_B1_cell49196"
"4312",24,14,49,"Evan_MC_B1_cell49286"
"4313",19,2,43,"Evan_MC_B1_cell49630"
"4314",18,10,45,"Evan_MC_B1_cell49796"
"4315",6,10,27,"Evan_MC_B1_cell50397"
"4316",12,3,99,"Evan_MC_B1_cell50404"
"4317",62,60,109,"Evan_MC_B1_cell50674"
"4318",49,40,92,"Evan_MC_B1_cell50841"
"4319",49,40,92,"Evan_MC_B1_cell51265"
"4320",19,79,45,"Evan_MC_B1_cell51337"
"4321",73,95,21,"Evan_MC_B1_cell51487"
"4322",19,79,45,"Evan_MC_B1_cell51769"
"4323",52,44,105,"Evan_MC_B1_cell51953"
"4324",31,14,49,"Evan_MC_B1_cell52021"
"4325",78,9,31,"Evan_MC_B1_cell52154"
"4326",70,93,113,"Evan_MC_B1_cell52201"
"4327",6,10,30,"Evan_MC_B1_cell52534"
"4328",12,35,66,"Evan_MC_B1_cell52553"
"4329",53,40,92,"Evan_MC_B1_cell52745"
"4330",79,84,8,"Evan_MC_B1_cell52865"
"4331",79,84,8,"Evan_MC_B1_cell52903"
"4332",49,40,73,"Evan_MC_B1_cell52945"
"4333",12,4,66,"Evan_MC_B1_cell53000"
"4334",75,87,117,"Evan_MC_B1_cell53070"
"4335",65,78,4,"Evan_MC_B1_cell53197"
"4336",58,9,95,"Evan_MC_B1_cell53354"
"4337",12,24,77,"Evan_MC_B1_cell53406"
"4338",12,24,3,"Evan_MC_B1_cell53632"
"4339",4,11,28,"Evan_MC_B1_cell53639"
"4340",63,56,112,"Evan_MC_B1_cell53668"
"4341",13,10,27,"Evan_MC_B1_cell53768"
"4342",49,40,92,"Evan_MC_B1_cell53797"
"4343",15,12,42,"Evan_MC_B1_cell53816"
"4344",63,56,112,"Evan_MC_B1_cell53992"
"4345",39,60,109,"Evan_MC_B1_cell54396"
"4346",49,40,92,"Evan_MC_B1_cell54397"
"4347",71,89,19,"Evan_MC_B1_cell54600"
"4348",54,49,95,"Evan_MC_B1_cell54755"
"4349",52,44,105,"Evan_MC_B1_cell55017"
"4350",19,8,45,"Evan_MC_B1_cell55231"
"4351",80,8,18,"Evan_MC_B1_cell55353"
"4352",12,3,99,"Evan_MC_B1_cell55668"
"4353",6,10,27,"Evan_MC_B1_cell55735"
"4354",79,85,9,"Evan_MC_B1_cell55809"
"4355",54,8,31,"Evan_MC_B1_cell55926"
"4356",62,60,109,"Evan_MC_B1_cell56451"
"4357",78,9,31,"Evan_MC_B1_cell56539"
"4358",5,8,30,"Evan_MC_B1_cell56695"
"4359",49,40,92,"Evan_MC_B1_cell57407"
"4360",40,64,109,"Evan_MC_B1_cell57591"
"4361",79,84,105,"Evan_MC_B1_cell57740"
"4362",79,84,8,"Evan_MC_B1_cell58577"
"4363",63,56,112,"Evan_MC_B1_cell58824"
"4364",71,95,25,"Evan_MC_B1_cell58963"
"4365",62,60,109,"Evan_MC_B1_cell59350"
"4366",79,84,8,"Evan_MC_B1_cell59408"
"4367",73,95,21,"Evan_MC_B1_cell59415"
"4368",19,79,30,"Evan_MC_B1_cell59448"
"4369",49,40,73,"Evan_MC_B1_cell59474"
"4370",79,85,10,"Evan_MC_B1_cell59806"
"4371",73,95,21,"Evan_MC_B1_cell59987"
"4372",21,64,58,"Evan_MC_B1_cell60077"
"4373",49,40,92,"Evan_MC_B1_cell60198"
"4374",58,20,58,"Evan_MC_B1_cell60493"
"4375",6,17,27,"Evan_MC_B1_cell60612"
"4376",4,8,28,"Evan_MC_B1_cell60739"
"4377",79,84,8,"Evan_MC_B1_cell60799"
"4378",63,56,112,"Evan_MC_B1_cell60994"
"4379",78,9,18,"Evan_MC_B1_cell61171"
"4380",49,40,92,"Evan_MC_B1_cell61260"
"4381",19,79,47,"Evan_MC_B1_cell61553"
"4382",12,24,99,"Evan_MC_B1_cell61600"
"4383",57,74,113,"Evan_MC_B1_cell61618"
"4384",5,19,17,"Evan_MC_B1_cell61762"
"4385",26,79,45,"Evan_MC_B1_cell61811"
"4386",57,50,93,"Evan_MC_B1_cell61860"
"4387",73,95,21,"Evan_MC_B1_cell61864"
"4388",31,25,75,"Evan_MC_B1_cell62012"
"4389",78,20,31,"Evan_MC_B1_cell62345"
"4390",4,11,28,"Evan_MC_B1_cell62484"
"4391",20,20,51,"Evan_MC_B1_cell62683"
"4392",78,12,31,"Evan_MC_B1_cell62848"
"4393",14,10,27,"Evan_MC_B1_cell62927"
"4394",58,64,58,"Evan_MC_B1_cell62950"
"4395",75,95,21,"Evan_MC_B1_cell62998"
"4396",14,54,38,"Evan_MC_B1_cell63068"
"4397",57,74,92,"Evan_MC_B1_cell63765"
"4398",79,84,8,"Evan_MC_B1_cell63844"
"4399",70,91,17,"Evan_MC_B1_cell63893"
"4400",24,14,49,"Evan_MC_B1_cell63899"
"4401",68,82,119,"Evan_MC_B1_cell64134"
"4402",62,60,109,"Evan_MC_B1_cell64142"
"4403",12,2,66,"Evan_MC_B1_cell64163"
"4404",49,40,92,"Evan_MC_B1_cell64446"
"4405",49,40,92,"Evan_MC_B1_cell64464"
"4406",49,40,92,"Evan_MC_B1_cell64643"
"4407",79,85,10,"Evan_MC_B1_cell64860"
"4408",80,85,10,"Evan_MC_B1_cell65051"
"4409",75,95,21,"Evan_MC_B1_cell65517"
"4410",78,9,31,"Evan_MC_B1_cell65685"
"4411",24,14,49,"Evan_MC_B1_cell65688"
"4412",18,2,45,"Evan_MC_B1_cell65740"
"4413",58,64,58,"Evan_MC_B1_cell65948"
"4414",7,10,27,"Evan_MC_B1_cell66098"
"4415",49,40,92,"Evan_MC_B1_cell66128"
"4416",24,14,49,"Evan_MC_B1_cell66229"
"4417",75,87,117,"Evan_MC_B1_cell66278"
"4418",27,20,56,"Evan_MC_B1_cell66285"
"4419",40,60,109,"Evan_MC_B1_cell66316"
"4420",12,4,66,"Evan_MC_B1_cell66373"
"4421",53,50,93,"Evan_MC_B1_cell66397"
"4422",39,60,109,"Evan_MC_B1_cell66416"
"4423",12,35,66,"Evan_MC_B1_cell66697"
"4424",63,56,112,"Evan_MC_B1_cell66794"
"4425",79,84,8,"Evan_MC_B1_cell66869"
"4426",19,79,45,"Evan_MC_B1_cell67019"
"4427",68,80,119,"Evan_MC_B1_cell67609"
"4428",24,14,49,"Evan_MC_B1_cell68053"
"4429",78,9,31,"Evan_MC_B1_cell68132"
"4430",49,40,92,"Evan_MC_B1_cell68291"
"4431",20,20,56,"Evan_MC_B1_cell68561"
"4432",17,90,45,"Evan_MC_B1_cell68575"
"4433",6,8,31,"Evan_MC_B1_cell68943"
"4434",57,74,92,"Evan_MC_B1_cell69133"
"4435",25,14,49,"Evan_MC_B1_cell69259"
"4436",21,64,58,"Evan_MC_B1_cell69290"
"4437",53,50,74,"Evan_MC_B1_cell69308"
"4438",62,60,109,"Evan_MC_B1_cell69325"
"4439",63,56,112,"Evan_MC_B1_cell69814"
