"","k_10","k_15","k_20","k_25","k_30","k_35","k_40","k_45","k_50","k_55","k_60","k_65","k_70","k_75","k_80","k_85","k_90","k_95","k_100","k_105","k_110","k_115","k_120","k_125","k_130","k_135","k_140","k_145","k_150","cells"
"4974",47,20,32,9,6,7,31,35,16,28,32,30,27,9,5,1,16,29,26,28,9,8,24,26,9,14,26,16,26,"Evan_MC_B1_cell165883"
"4975",25,32,15,14,23,19,8,30,11,12,11,4,8,12,1,28,9,8,7,9,6,20,19,19,23,18,20,21,16,"Evan_MC_B1_cell165897"
"4976",20,1,25,5,34,36,5,13,27,14,31,22,24,24,24,26,19,22,29,11,2,14,11,8,10,8,14,15,9,"Evan_MC_B1_cell166358"
"4977",39,52,20,26,35,34,30,11,34,19,24,31,12,26,29,9,29,30,20,20,27,25,9,22,20,19,11,9,8,"Evan_MC_B1_cell166495"
"4978",55,44,22,20,2,25,35,17,10,8,25,27,26,8,23,29,30,11,10,5,15,18,14,15,13,9,24,19,20,"Evan_MC_B1_cell166580"
"4979",20,1,25,5,34,36,5,13,27,14,31,22,24,24,24,26,19,22,29,11,2,14,11,8,10,8,14,15,9,"Evan_MC_B1_cell166868"
"4980",46,6,47,38,30,24,9,7,3,20,6,28,2,18,6,12,3,4,8,25,25,3,4,3,7,6,27,6,11,"Evan_MC_B1_cell166884"
"4981",51,28,31,17,15,17,33,15,13,17,29,6,28,7,14,19,15,19,1,19,18,28,15,25,25,16,22,26,25,"Evan_MC_B1_cell166909"
"4982",8,3,38,4,39,3,7,3,9,25,13,11,11,5,8,27,26,9,9,10,7,13,7,21,18,7,12,12,4,"Evan_MC_B1_cell167041"
"4983",39,52,20,26,21,34,30,11,34,19,24,3,12,26,29,9,29,30,20,20,27,25,9,22,20,19,11,9,8,"Evan_MC_B1_cell167560"
"4984",59,37,12,6,16,21,29,27,12,29,10,24,19,21,17,21,24,10,25,27,23,15,23,23,24,24,13,13,24,"Evan_MC_B1_cell167760"
"4985",43,10,9,29,18,35,4,28,28,23,21,12,5,27,7,16,14,1,21,22,4,27,20,12,6,13,25,8,18,"Evan_MC_B1_cell167922"
"4986",24,35,26,21,32,30,26,16,26,9,14,13,1,23,19,22,13,17,18,16,17,10,8,11,15,20,7,7,12,"Evan_MC_B1_cell167967"
"4987",23,26,45,31,34,36,5,13,27,14,31,22,24,24,24,26,19,22,29,11,2,14,11,8,10,8,14,15,9,"Evan_MC_B1_cell168058"
"4988",14,21,13,42,22,26,6,8,32,4,28,7,9,3,31,3,2,26,12,23,28,17,25,24,3,2,2,24,23,"Evan_MC_B1_cell168134"
"4989",13,18,17,35,27,20,24,20,16,29,27,23,22,1,28,1,17,29,26,28,9,8,24,26,9,14,26,16,26,"Evan_MC_B1_cell168491"
"4990",30,5,38,4,38,12,20,6,9,3,5,15,29,5,10,6,27,5,6,17,12,7,10,21,12,22,9,11,23,"Evan_MC_B1_cell169331"
"4991",49,37,12,6,16,21,29,27,12,29,10,24,19,21,17,21,24,10,25,27,23,15,23,23,24,24,13,13,24,"Evan_MC_B1_cell169610"
"4992",55,44,22,20,2,25,35,17,10,8,25,27,26,8,23,29,30,11,10,5,15,18,14,15,13,9,24,19,20,"Evan_MC_B1_cell169773"
"4993",25,32,15,14,23,19,8,30,11,12,11,4,8,12,1,28,9,8,7,9,6,20,19,19,23,18,20,21,16,"Evan_MC_B1_cell169948"
"4994",45,39,28,39,14,11,36,4,28,2,33,12,5,27,7,18,14,25,21,22,26,23,22,12,16,12,17,8,18,"Evan_MC_B1_cell170546"
"4995",39,52,41,26,35,34,30,11,34,19,22,31,12,26,29,9,29,30,20,20,27,25,9,22,20,19,11,9,8,"Evan_MC_B1_cell170666"
"4996",31,50,46,41,7,38,11,24,17,15,30,17,15,22,25,4,18,28,23,26,13,22,20,20,6,13,25,20,22,"Evan_MC_B1_cell170719"
"4997",57,41,35,24,26,25,35,17,10,30,12,27,13,8,23,29,21,11,10,5,15,18,14,15,13,9,24,19,20,"Evan_MC_B1_cell170863"
"4998",8,3,38,4,39,12,20,19,9,25,13,15,11,5,9,27,26,9,6,17,12,7,10,21,18,22,9,11,23,"Evan_MC_B1_cell170922"
"4999",49,18,17,35,17,22,24,20,16,29,27,23,22,1,28,1,17,29,26,28,9,8,24,26,9,14,26,16,26,"Evan_MC_B1_cell171070"
"5000",13,18,17,35,27,20,24,20,16,29,27,23,22,1,28,1,17,29,26,28,9,8,24,26,9,14,26,16,26,"Evan_MC_B1_cell171129"
"5001",2,24,3,34,10,10,7,10,1,25,13,8,11,4,8,11,26,9,9,10,7,13,7,6,18,7,12,12,4,"Evan_MC_B1_cell171305"
"5002",36,19,37,42,22,26,6,8,32,4,28,7,9,3,31,3,2,26,12,23,28,17,25,24,3,2,2,24,14,"Evan_MC_B1_cell171307"
"5003",2,24,3,34,10,3,7,10,6,25,13,8,11,5,8,27,26,9,9,10,7,13,7,21,18,22,12,12,4,"Evan_MC_B1_cell171337"
"5004",47,20,32,9,6,7,31,14,31,28,32,30,27,9,5,1,16,29,26,28,9,8,24,26,9,14,26,16,26,"Evan_MC_B1_cell171381"
"5005",43,31,36,29,18,35,4,28,28,23,21,12,5,27,7,16,14,1,21,22,4,27,20,12,6,13,25,8,18,"Evan_MC_B1_cell171723"
"5006",58,23,34,33,13,39,34,31,24,11,16,29,10,2,2,13,12,20,17,24,22,21,12,14,17,15,19,14,10,"Evan_MC_B1_cell172195"
"5007",30,5,38,4,39,12,1,19,9,3,5,15,11,5,10,27,26,9,6,10,12,7,10,21,18,22,9,11,23,"Evan_MC_B1_cell172709"
"5008",34,22,18,24,3,27,23,1,15,30,12,20,13,25,20,23,21,27,15,3,11,11,16,10,19,25,21,23,17,"Evan_MC_B1_cell172921"
"5009",58,43,5,33,13,39,34,31,24,11,16,29,10,2,2,13,12,20,17,24,22,21,12,14,17,15,19,14,10,"Evan_MC_B1_cell172946"
"5010",32,27,14,9,27,20,24,20,16,28,27,30,22,1,28,1,17,29,26,28,9,8,24,26,9,14,26,16,26,"Evan_MC_B1_cell172979"
"5011",36,19,37,42,22,26,6,8,32,4,28,7,9,3,31,3,2,26,12,23,28,17,25,24,3,2,2,24,14,"Evan_MC_B1_cell173133"
"5012",53,52,43,26,35,34,30,34,34,19,24,31,12,26,29,9,29,30,20,20,27,25,9,22,20,19,11,9,8,"Evan_MC_B1_cell173758"
"5013",36,19,37,42,22,26,6,8,32,4,28,7,9,3,31,3,2,26,12,23,28,17,25,24,3,2,2,24,14,"Evan_MC_B1_cell173906"
"5014",18,46,40,25,5,18,27,33,7,16,19,19,21,19,13,5,5,7,22,29,20,9,2,9,4,4,5,4,3,"Evan_MC_B1_cell173972"
"5015",25,32,15,14,23,19,8,30,11,12,11,4,8,12,1,28,9,8,7,9,6,20,19,19,23,18,20,21,16,"Evan_MC_B1_cell174137"
"5016",41,48,2,12,4,1,33,26,8,31,23,16,28,7,15,19,15,19,1,19,18,28,15,25,25,16,22,26,25,"Evan_MC_B1_cell174143"
"5017",16,15,24,7,16,13,29,27,12,7,10,24,19,21,17,21,24,10,25,27,23,15,23,23,24,24,13,13,24,"Evan_MC_B1_cell174175"
"5018",30,5,38,4,38,12,1,19,9,3,2,15,11,5,10,27,27,9,6,10,12,7,10,21,18,22,9,11,23,"Evan_MC_B1_cell174861"
"5019",21,13,43,36,35,37,30,34,34,19,22,31,12,26,18,9,22,30,24,20,27,25,9,22,20,19,11,9,8,"Evan_MC_B1_cell175011"
"5020",39,52,20,26,35,34,30,11,34,19,24,31,12,26,29,9,29,30,20,20,27,25,9,22,20,19,11,9,8,"Evan_MC_B1_cell175331"
"5021",26,21,13,3,38,12,20,6,9,3,2,15,29,5,10,27,27,9,6,17,12,7,10,21,18,22,2,11,23,"Evan_MC_B1_cell175351"
"5022",23,26,25,31,34,36,5,13,27,14,31,22,24,24,24,26,19,22,29,11,2,14,11,8,10,8,14,15,9,"Evan_MC_B1_cell175452"
"5023",34,41,18,24,26,27,35,1,10,30,12,27,13,8,23,29,21,27,10,3,15,18,14,10,19,25,21,23,17,"Evan_MC_B1_cell175878"
"5024",36,19,37,42,22,26,6,8,32,4,28,7,9,3,31,3,2,26,12,23,28,17,25,24,3,2,2,24,14,"Evan_MC_B1_cell175966"
"5025",39,52,20,26,21,34,25,11,34,19,24,3,12,26,29,9,29,30,20,20,27,25,9,22,20,19,11,9,8,"Evan_MC_B1_cell176032"
"5026",44,38,6,22,11,32,18,32,25,13,17,26,23,11,22,25,7,15,11,12,3,2,3,1,2,3,3,2,1,"Evan_MC_B1_cell176036"
"5027",6,17,45,5,34,36,5,13,27,14,31,22,24,24,24,26,19,22,29,11,2,14,11,8,10,8,14,15,9,"Evan_MC_B1_cell176067"
"5028",53,49,43,36,36,23,16,9,34,22,24,31,6,14,18,15,22,12,24,20,27,25,9,22,20,19,11,9,8,"Evan_MC_B1_cell176077"
"5029",52,30,29,19,20,15,19,25,21,32,20,9,17,29,32,31,23,24,27,21,24,24,21,2,14,11,16,18,15,"Evan_MC_B1_cell176138"
"5030",45,39,28,39,14,11,36,4,28,2,33,12,5,27,7,18,14,25,21,22,26,23,22,12,16,12,17,8,18,"Evan_MC_B1_cell176291"
"5031",27,34,44,30,28,31,15,29,19,21,4,2,16,16,26,24,28,14,14,14,21,19,18,18,22,10,15,17,13,"Evan_MC_B1_cell176522"
"5032",52,30,29,19,20,15,19,25,21,32,20,9,17,29,32,31,23,24,27,21,24,24,21,2,14,11,16,18,15,"Evan_MC_B1_cell176639"
"5033",7,53,30,40,15,17,32,26,13,17,23,16,28,7,15,19,15,19,1,19,18,28,15,25,25,16,22,26,25,"Evan_MC_B1_cell176842"
"5034",5,16,40,25,5,18,27,33,7,16,19,19,21,19,13,5,5,7,22,29,20,9,2,9,4,4,5,4,3,"Evan_MC_B1_cell176934"
"5035",25,32,15,14,23,19,8,30,11,12,11,4,8,12,1,28,9,8,7,9,6,20,19,19,23,18,20,21,16,"Evan_MC_B1_cell176989"
"5036",26,21,13,3,38,12,20,6,9,3,2,15,29,5,10,27,27,9,6,17,12,7,10,21,12,22,9,11,23,"Evan_MC_B1_cell176995"
"5037",8,3,38,4,39,12,20,19,9,25,13,15,11,5,9,27,26,9,6,17,12,7,10,21,18,22,9,11,23,"Evan_MC_B1_cell177033"
"5038",45,39,28,39,14,11,36,4,28,2,33,12,5,27,7,18,14,25,21,22,26,23,22,12,16,12,17,8,18,"Evan_MC_B1_cell177327"
"5039",45,39,28,39,14,11,36,4,14,2,33,12,5,27,7,18,14,25,21,22,26,23,22,12,16,12,17,8,18,"Evan_MC_B1_cell177388"
"5040",8,8,38,4,39,12,20,19,9,25,13,15,11,5,9,27,26,9,6,17,12,7,10,21,18,22,9,11,23,"Evan_MC_B1_cell177444"
"5041",47,20,32,9,6,7,31,14,31,28,32,30,27,9,5,1,16,29,26,28,9,8,24,26,9,14,26,16,26,"Evan_MC_B1_cell177516"
"5042",23,1,45,5,34,36,5,13,27,14,31,22,24,24,24,26,19,22,29,11,2,14,11,8,10,8,14,15,9,"Evan_MC_B1_cell177625"
"5043",11,42,2,12,4,16,33,15,8,31,23,16,28,7,14,19,15,19,1,19,18,28,15,25,25,16,22,26,25,"Evan_MC_B1_cell178016"
"5044",32,27,14,9,6,7,31,14,31,28,27,30,27,1,5,1,16,29,26,28,9,8,24,26,9,14,26,16,26,"Evan_MC_B1_cell178275"
"5045",39,52,20,26,35,34,30,11,34,19,22,31,12,26,29,9,29,30,20,20,27,25,9,22,20,19,11,9,8,"Evan_MC_B1_cell178359"
"5046",48,14,42,16,24,5,21,36,33,33,34,32,30,30,30,30,4,31,28,7,29,26,26,16,11,23,8,25,5,"Evan_MC_B1_cell178379"
"5047",51,51,31,17,15,17,33,15,13,17,29,6,28,7,14,19,15,19,1,19,18,28,15,25,25,16,22,26,25,"Evan_MC_B1_cell178766"
"5048",39,52,20,26,21,34,30,11,34,19,24,3,12,26,29,9,29,30,20,20,27,25,9,22,20,19,11,9,8,"Evan_MC_B1_cell178802"
"5049",60,33,19,15,12,28,22,30,29,12,15,21,31,20,16,20,20,23,19,6,8,5,17,17,21,17,23,22,19,"Evan_MC_B1_cell179145"
"5050",44,38,6,22,11,32,18,32,25,13,17,26,23,11,22,25,7,15,11,12,3,2,3,1,2,3,3,2,1,"Evan_MC_B1_cell179740"
"5051",24,47,4,13,32,30,17,18,26,24,26,25,3,13,21,17,13,16,18,15,16,10,8,11,15,20,7,7,12,"Evan_MC_B1_cell179747"
"5052",24,35,26,21,32,30,26,16,26,9,14,13,1,23,19,22,13,17,18,16,17,10,8,11,15,20,7,7,12,"Evan_MC_B1_cell179844"
"5053",39,52,41,26,35,34,30,11,34,19,22,31,12,26,29,9,29,30,20,20,27,25,9,22,20,19,11,9,8,"Evan_MC_B1_cell180292"
"5054",58,43,5,33,13,39,34,31,24,11,16,29,10,2,2,13,12,20,17,24,22,21,12,14,17,15,19,14,10,"Evan_MC_B1_cell180426"
"5055",51,51,31,17,15,17,33,15,13,17,29,6,28,7,14,19,15,19,1,19,18,28,15,25,25,16,22,26,25,"Evan_MC_B1_cell180751"
"5056",3,8,10,1,39,9,20,3,9,10,5,15,4,4,9,6,11,5,6,17,12,7,10,21,12,22,9,11,23,"Evan_MC_B1_cell180961"
"5057",26,21,13,3,38,12,6,6,6,3,28,15,11,3,10,27,27,9,6,23,12,7,10,21,18,22,2,11,23,"Evan_MC_B1_cell180994"
"5058",30,29,3,23,33,12,1,19,6,3,2,8,11,5,10,27,26,9,6,10,12,7,10,21,18,22,12,11,4,"Evan_MC_B1_cell181010"
"5059",62,40,21,10,8,8,13,22,23,27,9,10,14,10,3,8,8,21,2,18,19,16,27,27,26,26,4,3,21,"Evan_MC_B1_cell181068"
"5060",7,53,31,40,19,1,33,26,13,31,23,6,28,7,14,19,15,19,1,19,18,28,15,25,25,16,22,26,25,"Evan_MC_B1_cell181105"
"5061",33,35,26,21,32,30,26,16,26,9,14,13,1,23,19,22,13,17,18,16,17,10,8,11,15,20,7,7,12,"Evan_MC_B1_cell181520"
"5062",48,14,42,16,24,5,21,36,33,33,34,32,30,30,30,30,4,31,28,7,29,26,26,16,11,23,8,25,5,"Evan_MC_B1_cell181820"
"5063",51,53,30,40,15,17,32,26,13,17,23,6,28,7,15,19,15,19,1,19,18,28,15,25,25,16,22,26,25,"Evan_MC_B1_cell181992"
"5064",39,52,20,26,35,34,30,11,34,19,24,3,12,26,29,9,29,30,20,20,27,25,9,22,20,19,11,9,8,"Evan_MC_B1_cell182244"
"5065",48,14,42,16,24,5,21,36,33,33,34,32,30,30,30,30,4,31,28,7,29,26,26,16,11,23,8,25,5,"Evan_MC_B1_cell182248"
"5066",36,19,37,42,22,26,6,8,32,4,28,7,9,3,31,3,2,26,12,23,28,17,25,24,3,2,2,24,14,"Evan_MC_B1_cell182384"
"5067",5,16,40,25,5,18,27,33,7,16,19,19,21,19,13,5,5,7,22,29,20,9,2,9,4,4,5,4,3,"Evan_MC_B1_cell182477"
"5068",8,3,38,4,39,3,7,3,9,25,13,11,11,5,8,27,26,9,9,10,7,13,7,21,18,7,12,12,4,"Evan_MC_B1_cell182581"
"5069",4,9,1,43,1,2,2,5,5,5,8,5,7,6,4,2,1,3,3,1,1,6,1,7,1,1,1,1,14,"Evan_MC_B1_cell182747"
"5070",23,1,25,5,34,36,5,13,27,14,31,22,24,24,24,26,19,22,29,11,2,14,11,8,10,8,14,15,9,"Evan_MC_B1_cell182884"
"5071",41,48,30,40,19,1,32,26,8,31,23,16,28,7,15,19,15,19,1,19,18,28,15,25,25,16,22,26,25,"Evan_MC_B1_cell182941"
"5072",36,19,37,42,22,26,6,8,32,4,28,7,9,3,31,3,2,26,12,23,28,17,25,24,3,2,2,24,14,"Evan_MC_B1_cell182959"
"5073",45,39,28,39,14,11,36,4,28,2,33,12,5,27,7,18,14,25,21,22,26,23,22,12,16,12,17,8,18,"Evan_MC_B1_cell183003"
"5074",46,6,47,38,30,24,9,7,3,20,6,28,2,18,6,12,3,4,8,25,25,3,4,3,7,6,27,6,11,"Evan_MC_B1_cell183268"
"5075",8,5,38,4,39,12,20,19,9,3,5,15,11,5,9,27,26,5,6,17,12,7,10,21,12,22,9,11,23,"Evan_MC_B1_cell183295"
"5076",47,20,32,9,6,7,31,14,31,28,32,30,27,9,5,1,16,29,26,28,9,8,24,26,9,14,26,16,26,"Evan_MC_B1_cell183324"
"5077",12,2,7,18,9,6,3,2,2,1,3,1,18,17,27,14,6,2,5,4,5,4,5,4,5,5,6,5,2,"Evan_MC_B1_cell183396"
"5078",6,17,45,5,34,36,5,13,27,14,31,22,24,24,24,26,19,22,29,11,2,14,11,8,10,8,14,15,9,"Evan_MC_B1_cell183499"
"5079",46,6,47,38,30,24,9,7,3,20,6,28,2,18,6,12,3,4,8,25,25,3,4,3,7,6,27,6,11,"Evan_MC_B1_cell183622"
"5080",61,52,8,37,21,34,25,9,20,22,24,3,6,14,29,9,29,12,20,20,27,25,9,22,20,19,11,9,8,"Evan_MC_B1_cell183733"
"5081",55,44,22,20,2,25,35,17,10,8,25,27,26,8,23,29,30,11,10,5,15,18,14,15,13,9,24,19,20,"Evan_MC_B1_cell183828"
"5082",58,43,5,33,13,39,34,31,24,11,16,29,10,2,2,13,12,20,17,24,22,21,12,14,17,15,19,14,10,"Evan_MC_B1_cell183849"
"5083",55,44,24,20,16,13,29,27,12,7,10,24,19,21,17,21,24,10,25,27,23,15,23,23,24,24,13,13,24,"Evan_MC_B1_cell183850"
"5084",58,43,5,33,13,39,34,31,24,11,16,29,10,2,2,13,12,20,17,24,22,21,12,14,17,15,19,14,10,"Evan_MC_B1_cell183962"
"5085",46,6,47,38,30,24,9,7,3,20,6,28,2,18,6,12,3,4,8,25,25,3,4,3,7,6,27,6,11,"Evan_MC_B1_cell184078"
"5086",44,38,6,22,11,32,18,32,25,13,17,26,23,11,22,25,7,15,11,12,3,2,3,1,2,3,3,2,1,"Evan_MC_B1_cell184084"
"5087",13,18,17,35,27,20,24,20,16,28,27,30,22,1,28,1,17,29,26,28,9,8,24,26,9,14,26,16,26,"Evan_MC_B1_cell184088"
"5088",36,19,37,42,22,26,6,8,32,4,28,7,9,3,31,3,2,26,12,23,28,17,25,24,3,2,2,24,14,"Evan_MC_B1_cell184133"
"5089",24,35,26,21,32,30,26,16,26,9,14,13,1,23,19,22,13,17,18,16,17,10,8,11,15,20,7,7,12,"Evan_MC_B1_cell184149"
"5090",8,3,38,4,39,10,20,3,9,10,13,15,4,4,9,6,11,5,6,17,12,7,10,21,12,7,9,11,23,"Evan_MC_B1_cell184200"
"5091",6,17,45,5,34,36,5,13,27,14,31,22,24,24,24,26,19,22,29,11,2,14,11,8,10,8,14,15,9,"Evan_MC_B1_cell184239"
"5092",6,17,45,5,34,36,5,13,27,14,31,22,24,24,24,26,19,22,29,11,2,14,11,8,10,8,14,15,9,"Evan_MC_B1_cell184718"
"5093",58,23,34,33,13,39,34,31,24,11,16,29,10,2,2,13,12,20,17,24,22,21,12,14,17,15,19,14,10,"Evan_MC_B1_cell184910"
"5094",14,21,13,3,22,26,6,8,32,3,28,7,9,3,31,3,2,26,12,23,28,17,25,24,3,2,2,24,23,"Evan_MC_B1_cell185181"
"5095",40,18,24,35,27,22,24,20,16,29,27,23,22,1,28,1,17,29,26,28,9,8,24,26,9,14,26,16,26,"Evan_MC_B1_cell185195"
"5096",47,20,32,32,6,7,10,35,16,28,32,30,27,9,5,1,16,29,26,28,9,8,24,26,9,14,26,16,26,"Evan_MC_B1_cell185402"
"5097",36,19,37,42,22,26,6,8,32,4,28,7,9,3,31,3,2,26,12,23,28,17,25,24,3,2,2,24,14,"Evan_MC_B1_cell185572"
"5098",47,20,32,32,6,7,10,35,16,28,32,30,27,9,5,1,16,29,26,28,9,8,24,26,9,14,26,16,26,"Evan_MC_B1_cell185609"
"5099",51,51,31,17,15,17,33,15,13,17,29,6,28,7,14,19,15,19,1,19,18,28,15,25,25,16,22,26,25,"Evan_MC_B1_cell185729"
"5100",21,13,43,36,35,37,30,34,34,19,22,31,12,26,18,9,22,30,24,20,27,25,9,22,20,19,11,9,8,"Evan_MC_B1_cell185861"
"5101",43,31,36,29,18,35,4,28,28,23,21,12,5,27,7,16,14,1,21,22,4,27,20,12,6,13,25,8,18,"Evan_MC_B1_cell186282"
"5102",17,13,41,26,35,37,30,34,34,19,22,31,12,26,18,9,22,30,24,20,27,25,9,22,20,19,11,9,8,"Evan_MC_B1_cell186312"
"5103",42,47,4,13,32,14,17,18,26,24,26,25,3,13,21,17,13,16,18,15,16,10,8,11,15,20,7,7,12,"Evan_MC_B1_cell186408"
"5104",63,33,19,15,12,28,22,30,29,12,15,21,31,20,16,20,20,23,19,6,8,5,17,17,21,17,23,22,19,"Evan_MC_B1_cell186597"
"5105",41,48,2,12,19,1,32,26,8,31,23,16,28,7,15,19,15,19,1,19,18,28,15,25,25,16,22,26,25,"Evan_MC_B1_cell186845"
"5106",46,6,47,38,30,24,9,7,3,20,6,28,2,18,6,12,3,4,8,25,25,3,4,3,7,6,27,6,11,"Evan_MC_B1_cell187019"
"5107",7,53,30,40,15,17,32,26,13,17,23,6,28,7,15,19,15,19,1,19,18,28,15,25,25,16,22,26,25,"Evan_MC_B1_cell187340"
"5108",49,37,32,32,17,7,10,35,16,29,32,23,22,9,28,1,17,29,26,28,9,8,24,26,9,14,26,16,26,"Evan_MC_B1_cell187363"
"5109",25,32,15,14,23,19,8,30,11,12,11,4,8,12,1,28,9,8,7,9,6,20,19,19,23,18,20,21,16,"Evan_MC_B1_cell187506"
"5110",34,22,18,24,3,27,23,1,15,30,12,20,13,25,20,23,21,27,15,3,11,11,16,10,19,25,21,23,17,"Evan_MC_B1_cell187730"
"5111",22,50,46,41,7,38,11,24,17,15,30,17,15,22,25,4,18,28,23,26,13,22,20,20,6,13,25,20,22,"Evan_MC_B1_cell188118"
"5112",62,40,21,10,8,8,13,22,23,27,9,10,14,10,3,8,8,21,2,18,19,16,27,27,26,26,4,3,21,"Evan_MC_B1_cell188385"
"5113",28,25,8,37,36,34,25,9,20,22,24,3,6,14,29,15,29,12,24,20,27,25,9,22,20,19,11,9,8,"Evan_MC_B1_cell188803"
"5114",35,45,16,8,40,4,12,12,4,6,7,14,25,28,26,24,28,14,14,14,21,19,18,18,22,10,15,17,13,"Evan_MC_B1_cell189068"
"5115",46,6,47,38,30,24,9,7,3,20,6,28,2,18,6,12,3,4,8,25,25,3,4,3,7,6,27,6,11,"Evan_MC_B1_cell189121"
"5116",55,44,22,20,2,25,35,17,10,8,25,27,26,8,23,29,30,11,10,5,15,18,14,15,13,9,24,19,20,"Evan_MC_B1_cell189222"
"5117",61,52,8,37,21,34,25,9,20,22,24,3,6,14,29,9,29,12,20,20,27,25,9,22,20,19,11,9,8,"Evan_MC_B1_cell189422"
"5118",8,3,38,4,39,12,20,19,9,25,13,15,11,5,9,27,26,9,6,17,12,7,10,21,18,22,9,11,23,"Evan_MC_B1_cell189618"
"5119",26,21,13,3,38,26,20,6,9,3,28,7,29,3,10,3,27,5,6,23,12,17,25,24,3,2,9,11,23,"Evan_MC_B1_cell190024"
"5120",22,10,9,41,7,38,11,24,17,15,30,17,15,22,25,4,18,28,23,26,13,22,20,20,6,13,25,20,22,"Evan_MC_B1_cell190375"
"5121",35,45,16,8,40,4,12,12,4,6,7,14,25,28,26,24,28,14,14,14,21,19,18,18,22,10,15,17,13,"Evan_MC_B1_cell190613"
"5122",44,38,6,22,11,32,18,32,25,13,17,26,23,11,22,25,7,15,11,12,3,2,3,1,2,3,3,2,1,"Evan_MC_B1_cell190629"
"5123",26,21,13,23,38,12,6,8,6,3,28,7,9,3,10,3,27,9,6,23,12,17,25,24,3,22,2,11,23,"Evan_MC_B1_cell190824"
"5124",18,46,40,25,5,18,27,33,7,16,19,19,21,19,13,5,5,7,22,29,20,9,2,9,4,4,5,4,3,"Evan_MC_B1_cell190825"
"5125",54,28,31,17,15,16,33,15,13,17,29,6,28,7,14,19,15,19,1,19,18,28,15,25,25,16,22,26,25,"Evan_MC_B1_cell190891"
"5126",4,9,1,43,1,2,2,5,5,5,8,5,7,6,4,2,1,3,3,1,1,6,1,7,1,1,1,1,14,"Evan_MC_B1_cell190916"
"5127",28,25,8,36,36,23,16,9,22,22,24,31,6,14,18,15,22,12,24,20,27,25,9,22,20,19,11,9,8,"Evan_MC_B1_cell190990"
"5128",59,37,24,6,16,13,29,27,12,7,10,24,19,21,17,21,24,10,25,27,23,15,23,23,24,24,13,13,24,"Evan_MC_B1_cell191009"
"5129",4,9,1,43,1,2,2,5,5,5,8,5,7,6,4,2,1,3,3,1,1,6,1,7,1,1,1,1,14,"Evan_MC_B1_cell191219"
"5130",43,31,36,29,18,35,4,28,28,23,21,12,5,27,7,16,14,1,21,22,4,27,20,12,6,13,25,8,18,"Evan_MC_B1_cell191290"
"5131",27,34,44,30,28,31,15,29,19,21,4,2,16,16,26,24,28,14,14,14,21,19,18,18,22,10,15,17,13,"Evan_MC_B1_cell191312"
"5132",30,5,38,23,33,12,1,19,9,3,2,15,11,5,10,27,27,9,6,10,12,7,10,21,18,22,9,11,23,"Evan_MC_B1_cell191321"
"5133",47,20,32,32,17,7,10,35,16,29,32,23,22,9,28,1,17,29,26,28,9,8,24,26,9,14,26,16,26,"Evan_MC_B1_cell191411"
"5134",30,5,38,23,38,12,1,19,9,3,2,15,11,5,10,27,27,9,6,10,12,7,10,21,18,22,9,11,23,"Evan_MC_B1_cell191800"
"5135",41,48,30,40,19,1,32,26,8,31,23,16,28,7,15,19,15,19,1,19,18,28,15,25,25,16,22,26,25,"Evan_MC_B1_cell191862"
"5136",61,52,20,26,21,34,25,11,34,19,24,3,12,26,29,9,29,30,20,20,27,25,9,22,20,19,11,9,8,"Evan_MC_B1_cell193510"
"5137",30,29,3,23,33,12,1,19,6,3,2,8,11,5,10,27,26,9,6,10,12,7,10,21,18,22,12,11,4,"Evan_MC_B1_cell193689"
"5138",59,15,24,7,16,21,24,27,12,29,10,24,19,21,17,21,24,10,25,27,23,15,23,23,24,24,13,13,24,"Evan_MC_B1_cell193800"
"5139",38,36,29,19,20,15,19,25,21,32,20,9,17,29,32,31,23,24,27,21,24,24,21,2,14,11,16,18,15,"Evan_MC_B1_cell193814"
"5140",16,15,24,7,16,13,29,27,12,7,10,24,19,21,17,21,24,10,25,27,23,15,23,23,24,24,13,13,24,"Evan_MC_B1_cell194044"
"5141",44,38,6,22,11,32,18,32,25,13,17,26,23,11,22,25,7,15,11,12,3,2,3,1,2,3,3,2,1,"Evan_MC_B1_cell194532"
"5142",24,35,26,21,32,30,26,16,26,9,14,13,1,23,19,22,13,17,18,16,17,10,8,11,15,20,7,7,12,"Evan_MC_B1_cell194583"
"5143",23,17,45,5,34,36,5,13,27,14,31,22,24,24,24,26,19,22,29,11,2,14,11,8,10,8,14,15,9,"Evan_MC_B1_cell194629"
"5144",20,1,25,5,34,36,5,13,27,14,31,22,24,24,24,26,19,22,29,11,2,14,11,8,10,8,14,15,9,"Evan_MC_B1_cell194927"
"5145",49,18,32,32,17,7,10,35,16,29,32,23,22,9,28,1,17,29,26,28,9,8,24,26,9,14,26,16,26,"Evan_MC_B1_cell195512"
"5146",34,41,18,24,3,27,23,1,15,30,12,20,13,25,20,23,21,27,15,3,11,11,16,10,19,25,21,23,17,"Evan_MC_B1_cell195618"
"5147",58,23,34,33,13,39,34,31,24,11,16,29,10,2,2,13,12,20,17,24,22,21,12,14,17,15,19,14,10,"Evan_MC_B1_cell195664"
"5148",38,36,29,19,20,15,19,25,21,32,20,9,17,29,32,31,23,24,27,21,24,24,21,2,14,11,16,18,15,"Evan_MC_B1_cell196092"
