"","k_10","k_15","k_20","k_25","k_30","k_35","k_40","k_45","k_50","k_55","k_60","k_65","k_70","k_75","k_80","k_85","k_90","k_95","k_100","k_105","k_110","k_115","k_120","k_125","k_130","k_135","k_140","k_145","k_150","cells"
"13271",34,41,18,24,3,27,23,1,15,30,12,20,13,25,20,23,21,27,15,3,11,11,16,10,19,25,21,23,17,"Evan_MC_D1_cell133047"
"13272",47,18,32,32,17,7,10,35,16,29,32,23,22,9,28,1,17,29,26,28,9,8,24,26,9,14,26,16,26,"Evan_MC_D1_cell133081"
"13273",4,9,1,43,1,2,2,5,5,5,8,5,7,6,4,2,1,3,3,1,1,6,1,7,1,1,1,1,14,"Evan_MC_D1_cell133514"
"13274",19,10,9,29,18,35,4,28,28,23,21,12,5,27,7,16,14,1,21,22,4,27,20,12,6,13,25,8,18,"Evan_MC_D1_cell133550"
"13275",55,44,22,20,2,25,35,17,10,8,25,27,26,8,23,29,30,11,10,5,15,18,14,15,13,9,24,19,20,"Evan_MC_D1_cell133665"
"13276",3,4,10,1,39,9,20,3,9,10,5,15,4,4,9,11,11,6,4,8,7,7,7,21,12,7,9,12,6,"Evan_MC_D1_cell133835"
"13277",32,27,14,9,27,20,31,14,31,28,27,30,27,1,5,1,16,29,26,28,9,8,24,26,9,14,26,16,26,"Evan_MC_D1_cell134190"
"13278",1,29,3,34,10,3,1,10,6,25,13,8,11,5,8,27,26,9,9,10,7,13,7,21,18,22,12,11,4,"Evan_MC_D1_cell134352"
"13279",11,42,2,12,4,16,33,15,8,31,23,16,28,7,14,19,15,19,1,19,18,28,15,25,25,16,22,26,25,"Evan_MC_D1_cell134413"
"13280",32,27,14,9,27,20,31,14,31,28,27,30,27,1,5,1,16,29,26,28,9,8,24,26,9,14,26,16,26,"Evan_MC_D1_cell134593"
"13281",57,41,35,24,26,25,35,17,10,30,12,27,13,8,23,29,21,11,10,5,15,18,14,15,13,9,24,19,20,"Evan_MC_D1_cell134623"
"13282",54,51,31,12,4,16,33,15,8,31,23,16,28,7,14,19,15,19,1,19,18,28,15,25,25,16,22,26,25,"Evan_MC_D1_cell134847"
"13283",31,50,46,41,7,38,11,24,17,15,30,17,15,22,25,4,18,28,23,26,13,22,20,20,6,13,25,20,22,"Evan_MC_D1_cell135071"
"13284",44,38,6,22,11,32,18,32,25,13,17,26,23,11,22,25,7,15,11,12,3,2,3,1,2,3,3,2,1,"Evan_MC_D1_cell135142"
"13285",23,1,25,5,34,36,5,13,27,14,31,22,24,24,24,26,19,22,29,11,2,14,11,8,10,8,14,15,9,"Evan_MC_D1_cell135333"
"13286",54,28,31,17,15,16,33,15,13,17,29,6,28,7,14,19,15,19,1,19,18,28,15,25,25,16,22,26,25,"Evan_MC_D1_cell135443"
"13287",47,20,32,32,17,7,10,35,16,29,32,23,22,9,28,1,17,29,26,28,9,8,24,26,9,14,26,16,26,"Evan_MC_D1_cell135628"
"13288",8,3,38,4,39,10,20,3,1,25,13,11,4,4,9,11,11,6,9,10,7,13,7,6,18,7,12,12,6,"Evan_MC_D1_cell135857"
"13289",41,48,30,40,19,1,32,26,8,31,23,16,28,7,15,19,15,19,1,19,18,28,15,25,25,16,22,26,25,"Evan_MC_D1_cell136044"
"13290",15,4,39,1,25,9,7,3,1,10,1,11,4,4,9,11,11,6,4,8,7,13,7,6,12,7,10,12,6,"Evan_MC_D1_cell136198"
"13291",8,3,38,4,39,10,20,3,9,10,13,15,4,4,9,6,11,5,6,17,12,7,10,21,12,22,9,11,23,"Evan_MC_D1_cell136264"
"13292",10,3,39,34,25,10,7,3,1,25,13,11,4,4,9,11,11,6,9,10,7,13,7,6,18,7,12,12,6,"Evan_MC_D1_cell136320"
"13293",36,19,37,42,22,26,6,8,32,4,28,7,9,3,31,3,2,26,12,23,28,17,25,24,3,2,2,24,14,"Evan_MC_D1_cell136353"
"13294",5,16,40,25,5,18,27,33,7,16,19,19,21,19,13,5,5,7,22,29,20,9,2,9,4,4,5,4,3,"Evan_MC_D1_cell136381"
"13295",3,4,10,1,39,9,20,3,9,10,5,15,4,4,9,11,11,6,4,8,7,7,7,21,12,22,9,12,23,"Evan_MC_D1_cell136390"
"13296",26,21,13,3,38,26,6,6,9,3,28,7,9,3,10,3,27,9,6,23,12,17,25,24,3,2,2,11,23,"Evan_MC_D1_cell136506"
"13297",31,50,46,41,7,38,11,24,17,15,30,17,15,22,25,4,18,28,23,26,13,22,20,20,6,13,25,20,22,"Evan_MC_D1_cell136633"
"13298",14,21,13,3,22,26,6,8,32,3,28,7,9,3,31,3,27,26,12,23,28,17,25,24,3,2,2,11,23,"Evan_MC_D1_cell136637"
"13299",39,52,20,26,35,34,30,11,34,19,24,31,12,26,29,9,29,30,20,20,27,25,9,22,20,19,11,9,8,"Evan_MC_D1_cell136735"
"13300",15,4,39,1,25,9,7,3,1,10,1,11,4,4,9,11,11,6,4,8,7,13,7,6,12,7,10,12,6,"Evan_MC_D1_cell136851"
"13301",50,54,11,2,8,8,13,22,23,27,9,10,14,10,3,8,8,21,2,18,19,16,27,27,26,26,4,3,21,"Evan_MC_D1_cell136971"
"13302",26,21,10,3,38,12,20,6,9,3,5,15,29,5,10,6,27,5,6,17,12,7,10,21,12,22,9,11,23,"Evan_MC_D1_cell137219"
"13303",42,47,4,13,29,14,17,18,26,24,26,25,3,13,21,17,13,16,18,15,16,10,8,11,15,20,7,7,12,"Evan_MC_D1_cell137402"
"13304",10,3,38,1,25,10,7,3,1,25,13,11,11,4,9,11,11,6,9,10,7,13,7,6,18,7,12,12,6,"Evan_MC_D1_cell137475"
"13305",39,52,20,26,35,34,30,11,34,19,24,3,12,26,29,9,29,30,20,20,27,25,9,22,20,19,11,9,8,"Evan_MC_D1_cell137494"
"13306",55,44,22,20,2,25,35,17,10,8,25,27,26,8,23,29,30,11,10,5,15,18,14,15,13,9,24,19,20,"Evan_MC_D1_cell137625"
"13307",47,20,32,32,17,7,10,35,16,29,32,23,22,9,28,1,17,29,26,28,9,8,24,26,9,14,26,16,26,"Evan_MC_D1_cell137958"
"13308",36,21,37,42,22,26,6,8,32,4,28,7,9,3,31,3,2,26,12,23,28,17,25,24,3,2,2,24,14,"Evan_MC_D1_cell138117"
"13309",34,41,18,24,3,27,23,1,15,30,12,20,13,25,20,23,21,27,15,3,11,11,16,10,19,25,21,23,17,"Evan_MC_D1_cell138151"
"13310",10,3,39,1,25,10,7,3,1,10,13,11,4,4,9,11,11,6,9,10,7,13,7,6,18,7,12,12,6,"Evan_MC_D1_cell138216"
"13311",32,27,14,9,27,20,31,14,31,28,27,30,27,1,5,1,16,29,26,28,9,8,24,26,9,14,26,16,26,"Evan_MC_D1_cell138439"
"13312",48,14,42,16,24,5,21,36,25,13,17,26,23,11,22,25,7,15,11,12,3,2,3,1,2,3,3,2,1,"Evan_MC_D1_cell138457"
"13313",22,50,46,41,7,38,11,24,17,15,30,17,15,22,25,4,18,28,23,26,13,22,20,20,6,13,25,20,22,"Evan_MC_D1_cell138466"
"13314",61,52,8,37,36,34,25,9,20,22,24,3,6,14,29,15,29,12,24,20,27,25,9,22,20,19,11,9,8,"Evan_MC_D1_cell138733"
"13315",40,18,17,35,17,22,24,20,16,29,27,23,22,1,28,1,17,29,26,28,23,8,24,26,24,14,26,16,24,"Evan_MC_D1_cell139243"
"13316",10,3,38,1,25,10,7,3,1,10,5,11,4,4,9,11,11,6,9,8,7,13,7,6,18,7,12,12,6,"Evan_MC_D1_cell139502"
"13317",26,29,13,23,38,12,1,19,6,3,2,15,11,5,10,27,27,9,6,10,12,7,10,21,18,22,2,11,23,"Evan_MC_D1_cell139647"
"13318",51,51,31,17,15,17,33,15,13,17,29,6,28,7,14,19,15,19,1,19,18,28,15,25,25,16,22,26,25,"Evan_MC_D1_cell139726"
"13319",64,10,9,39,14,11,36,4,28,2,33,12,5,27,7,16,14,1,21,22,26,27,20,12,6,13,25,8,18,"Evan_MC_D1_cell139781"
"13320",15,4,39,1,25,9,7,3,1,10,1,11,4,4,9,11,11,6,4,8,7,13,7,6,12,7,10,12,6,"Evan_MC_D1_cell140076"
"13321",13,18,17,35,27,20,24,20,16,29,27,23,22,1,28,1,17,29,26,28,9,8,24,26,9,14,26,16,26,"Evan_MC_D1_cell140125"
"13322",30,29,3,23,33,12,1,19,6,3,2,8,11,5,10,27,26,9,6,10,12,7,10,21,18,22,2,11,23,"Evan_MC_D1_cell140276"
"13323",44,38,6,22,11,32,18,32,25,13,17,26,23,11,22,25,7,15,11,12,3,2,3,1,2,3,3,2,1,"Evan_MC_D1_cell140386"
"13324",57,44,35,20,2,25,35,17,10,8,25,27,26,8,23,29,30,11,10,5,15,18,14,15,13,9,24,19,20,"Evan_MC_D1_cell140454"
"13325",15,4,39,1,25,9,7,3,1,10,1,11,4,4,9,11,11,6,4,8,7,13,7,6,12,7,10,12,6,"Evan_MC_D1_cell140493"
