"2" "3" "4" "5" "6" "7" "8" "9" "10" "11" "12" "13" "14" "15" "16" "17" "18" "19" "20" "21" "22" "23" "24" "25" "26" "27" "cells"
"176" 1 1 3 2 2 2 5 5 10 5 6 9 9 8 9 10 17 11 20 13 13 16 17 24 17 24 "LS-15520_S10_E1-50"
"177" 1 1 3 2 1 1 1 1 2 2 3 2 3 3 3 2 3 4 3 7 3 8 4 5 4 4 "LS-15520_S11_E1-50"
"178" 1 1 3 2 2 2 5 5 10 5 6 9 9 8 9 10 17 11 20 13 13 16 17 24 17 24 "LS-15520_S12_E1-50"
"179" 1 1 3 2 2 2 5 5 10 5 6 9 9 8 9 10 17 11 20 13 13 16 17 24 17 24 "LS-15520_S13_E1-50"
"180" 1 1 3 2 1 1 1 1 2 2 3 2 3 3 3 2 3 4 3 7 3 8 4 5 4 4 "LS-15520_S14_E1-50"
"181" 1 1 3 2 2 2 5 5 10 5 6 9 9 8 9 10 17 11 20 13 13 16 17 24 17 24 "LS-15520_S15_E1-50"
"182" 1 1 3 2 2 2 5 5 10 5 6 9 9 8 9 10 17 11 20 13 13 16 17 24 17 24 "LS-15520_S16_E1-50"
"183" 1 1 3 2 1 1 1 1 2 2 3 2 3 3 3 2 4 3 3 7 4 7 5 6 5 5 "LS-15520_S33_E1-50"
"184" 1 1 3 2 2 2 5 5 10 5 6 9 9 8 9 10 17 11 20 13 13 16 17 24 17 24 "LS-15520_S34_E1-50"
"185" 1 1 3 2 1 1 1 1 2 2 3 2 3 3 3 2 4 3 3 7 4 7 5 6 5 5 "LS-15520_S35_E1-50"
"186" 1 1 3 2 2 2 5 5 9 4 7 11 8 9 10 9 15 9 17 14 14 14 14 22 13 25 "LS-15520_S37_E1-50"
